dda_agent_name,game_id,survival_time_steps,total_kills,avg_health_percent,health_std,min_health,time_in_flow_zone_percent,time_in_danger_zone_percent,time_in_safety_zone_percent,near_death_count,near_death_time_percent,action_do_nothing_count,action_slightly_easier_count,action_much_easier_count,action_slightly_harder_count,action_much_harder_count,action_oscillations
RL_best_dda_model_2,17,5100,28,89.70588235294117,28.515763867154877,0.0,0.0,11.76470588235294,88.23529411764706,1,5.88235294117647,0,0,0,0,0,0
RL_best_dda_model_2,18,4800,25,93.75,24.206145913796355,0.0,0.0,6.25,93.75,1,6.25,0,1,0,0,0,0
RL_best_dda_model_2,19,8100,48,80.55555555555556,24.01131420552701,0.0,33.33333333333333,3.7037037037037033,62.96296296296296,1,3.7037037037037033,0,0,0,0,0,0
RL_best_dda_model_2,20,8700,52,81.03448275862068,22.064924198937895,-5.0,3.4482758620689653,6.896551724137931,89.65517241379311,1,6.896551724137931,0,0,0,0,0,0
RL_best_dda_model_2,21,4800,28,93.75,24.206145913796355,0.0,0.0,6.25,93.75,1,6.25,0,0,0,0,0,0
RL_best_dda_model_2,22,4200,25,91.42857142857143,30.904725218262765,-20.0,0.0,7.142857142857142,92.85714285714286,1,7.142857142857142,0,0,0,0,0,0
RL_best_dda_model_2,23,4500,26,87.33333333333333,32.34535858855521,0.0,0.0,13.333333333333334,86.66666666666667,1,13.333333333333334,0,0,0,0,0,0
RL_best_dda_model_2,24,5700,32,84.47368421052632,31.199474390060907,-5.0,15.789473684210526,5.263157894736842,78.94736842105263,1,5.263157894736842,0,1,0,0,0,0
RL_best_dda_model_2,25,3900,21,90.76923076923077,26.73561107228118,0.0,0.0,7.6923076923076925,92.3076923076923,1,7.6923076923076925,0,0,0,0,0,0
RL_best_dda_model_2,26,5400,32,91.38888888888889,25.916830415107324,-10.0,5.555555555555555,5.555555555555555,88.88888888888889,1,5.555555555555555,0,0,0,0,0,0
RL_best_dda_model_2,27,6000,36,90.0,30.37268509697488,-15.0,0.0,10.0,90.0,1,10.0,0,0,0,0,0,0
RL_best_dda_model_2,28,5400,29,91.11111111111111,26.010444246043612,0.0,5.555555555555555,5.555555555555555,88.88888888888889,1,5.555555555555555,0,0,0,0,0,0
RL_best_dda_model_2,29,1200,5,75.0,43.30127018922193,0.0,0.0,25.0,75.0,1,25.0,0,0,0,0,1,0
RL_best_dda_model_2,30,5700,34,93.6842105263158,22.52729953582389,0.0,0.0,5.263157894736842,94.73684210526315,1,5.263157894736842,0,0,0,0,1,0
RL_best_dda_model_2,31,5100,28,87.94117647058823,30.537287888040964,-5.0,0.0,11.76470588235294,88.23529411764706,1,11.76470588235294,0,0,0,0,0,0
RL_best_dda_model_2,32,4800,29,85.625,30.815732589052626,0.0,12.5,6.25,81.25,1,6.25,0,0,0,0,0,0
RL_best_dda_model_2,33,600,1,20.0,30.0,-10.0,50.0,50.0,0.0,1,50.0,0,0,0,0,0,0
RL_best_dda_model_2,34,5700,32,91.05263157894737,26.535921402011642,0.0,5.263157894736842,5.263157894736842,89.47368421052632,1,5.263157894736842,0,1,0,0,0,0
RL_best_dda_model_2,35,5100,29,94.11764705882354,23.529411764705884,0.0,0.0,5.88235294117647,94.11764705882352,1,5.88235294117647,0,0,0,0,0,0
RL_best_dda_model_2,36,4800,28,93.4375,25.416453209486175,-5.0,0.0,6.25,93.75,1,6.25,0,0,0,0,0,0
RL_best_dda_model_2,37,3900,22,90.76923076923077,26.73561107228118,0.0,0.0,7.6923076923076925,92.3076923076923,1,7.6923076923076925,0,0,0,0,1,0
RL_best_dda_model_2,38,5100,28,90.58823529411765,27.16411738592663,-5.0,5.88235294117647,5.88235294117647,88.23529411764706,1,5.88235294117647,0,0,0,0,0,0
