timestep,episode,episode_reward,episode_length,zombies_killed,policy_loss,value_loss,entropy_loss,total_loss,clip_fraction,approx_kl,fps,elapsed_time
76014,63,-24.420000000000087,419,7,,,,,,,231.58686609112573,101.3594880104065
76984,64,35.09999999999934,970,14,,,,,,,1820.2831757996812,101.892578125
79126,65,156.43000000000828,2142,33,,,,,,,780.9726430061426,104.63548851013184
81059,66,113.93000000000579,1933,31,,,,,,,636.8386470971044,107.67099261283875
82950,67,119.25000000000416,1891,31,,,,,,,622.3035192495665,110.70999932289124
83842,68,26.70999999999941,892,13,,,,,,,1693.321418484912,111.23697447776794
86923,69,248.350000000021,3081,50,,,,,,,585.1242049014295,116.5027527809143
89736,70,234.28000000001856,2813,44,,,,,,,906.9487611315443,119.61058473587036
91548,71,111.42000000000597,1812,29,,,,,,,672.6769892600267,122.3044683933258
92902,72,76.62000000000013,1354,22,,,,,,,503.4233961239213,124.99422836303711
94829,73,99.23000000000512,1927,28,,,,,,,704.9308828050627,127.72810792922974
97179,74,139.40000000000964,2350,36,,,,,,,827.3284747602484,130.56880640983582
98884,75,99.91000000000466,1705,27,,,,,,,686.9399753360933,133.05105447769165
101886,76,251.24000000002195,3002,48,,,,,,,943.7403430632731,136.2322554588318
106145,77,377.69000000004064,4259,70,,,,,,,722.6623890512377,142.13663578033447
107587,78,86.92000000000196,1442,24,,,,,,,533.672701064789,144.85060834884644
110668,79,260.48000000002304,3081,48,,,,,,,610.7276709507136,149.8956606388092
114002,80,292.66000000002674,3334,53,,,,,,,983.4932459524067,153.28579425811768
118697,81,441.530000000047,4695,78,,,,,,,771.9736488050324,159.36782813072205
124032,82,470.31000000005554,5335,88,,,,,,,634.0029000249588,167.79428911209106
128158,83,373.99000000003883,4126,67,,,,,,,738.7907511826259,173.39089345932007
130749,84,211.76000000001522,2591,42,,,,,,,853.3533148252628,176.42733478546143
133686,85,239.64000000002034,2937,47,,,,,,,599.2427443550666,181.32869863510132
137019,86,277.8500000000265,3333,54,,,,,,,970.6730109786278,184.76261949539185
146468,87,943.1600000001183,9449,156,,,,,,,712.4333528501205,198.02579426765442
149980,88,297.4100000000299,3512,57,,,,,,,672.0071927017143,203.26504111289978
152321,89,184.740000000012,2341,38,,,,,,,792.9333933297391,206.21759271621704
154651,90,163.28000000001185,2330,34,,,,,,,802.263271164479,209.12205481529236
156849,91,169.24000000001067,2198,34,,,,,,,775.3030894032993,211.95728969573975
158948,92,142.5400000000081,2099,32,,,,,,,748.8842962629893,214.7603313922882
161157,93,155.04000000001037,2209,34,,,,,,,777.6927481539149,217.6010012626648
162537,94,79.6300000000006,1380,22,,,,,,,566.3338788454347,220.03794980049133
164240,95,114.71000000000438,1703,24,,,,,,,660.915676875334,222.61488151550293
165508,96,52.31999999999911,1268,16,,,,,,,1866.9502600837295,223.2942681312561
167642,97,136.71000000000674,2134,32,,,,,,,757.8545317071539,226.11031889915466
169631,98,130.7100000000072,1989,30,,,,,,,743.2831120760833,228.78649711608887
171035,99,82.0500000000009,1404,20,,,,,,,590.4464999858625,231.16456532478333
172969,100,139.9100000000077,1934,31,,,,,,,708.507198457174,233.89449334144592
174831,101,131.96000000000612,1862,29,,,,,,,703.6308804618535,236.54093861579895
177623,102,232.91000000001836,2792,44,,,,,,,898.3593453716051,239.64905786514282
178827,103,60.409999999998966,1204,18,,,,,,,518.2596268344164,241.97243857383728
179667,104,20.749999999999766,840,11,,,,,,,1802.4456920446557,242.43869614601135
181028,105,61.989999999998986,1361,20,,,,,,,579.2920692834989,244.78835272789001
184561,106,287.14000000002756,3533,57,,,,,,,690.2469410694404,249.90704727172852
185642,107,46.65999999999961,1081,18,,,,,,,1853.9917998231078,250.4903256893158
186978,108,74.05999999999983,1336,21,,,,,,,566.563107047412,252.84859156608582
189294,109,164.88000000000983,2316,36,,,,,,,799.0431941959604,255.74728894233704
189631,110,-33.71000000000007,337,4,,,,,,,1777.8689025233887,255.93702840805054
191213,111,95.71999999999798,1582,24,,,,,,,629.3071632770955,258.45110535621643
193040,112,122.04000000000491,1827,29,,,,,,,690.871883049886,261.0957736968994
195142,113,137.02000000000712,2102,33,,,,,,,752.3199539618871,263.8900156021118
197525,114,183.10000000000937,2383,39,,,,,,,816.66605783876,266.8082060813904
199666,115,161.53000000000864,2141,35,,,,,,,772.6940785335548,269.5792233943939
203619,116,318.7800000000366,3953,64,,,,,,,722.6192729606429,275.04977774620056
205637,117,148.59000000000702,2018,32,,,,,,,736.0171076627261,277.7917425632477
207157,118,95.1800000000028,1520,25,,,,,,,620.9183098448888,280.23990964889526
209212,119,138.19000000000813,2055,33,,,,,,,721.4104108207695,283.0886950492859
212130,120,246.54000000001878,2918,47,,,,,,,907.3435326067456,286.3048949241638
214032,121,131.47000000000685,1902,30,,,,,,,715.13423103785,288.96474862098694
215327,122,69.76999999999897,1295,21,,,,,,,549.2061066000806,291.3228962421417
217154,123,127.90000000000553,1827,28,,,,,,,675.4469326811617,294.0279791355133
221951,124,430.1200000000477,4797,79,,,,,,,817.1757460558829,299.89838218688965
223526,125,85.61999999999941,1575,26,,,,,,,622.0050999299659,302.4306917190552
227392,126,338.68000000003354,3866,63,,,,,,,721.9111233275911,307.7861204147339
233453,127,571.5400000000674,6061,99,,,,,,,932.6838734147484,314.28479051589966
239099,128,536.8000000000604,5646,92,,,,,,,700.4560035641232,322.3454737663269
244683,129,459.63000000005894,5584,89,,,,,,,702.8594794721071,330.29037284851074
247240,130,206.57000000001318,2557,41,,,,,,,841.2437207153466,333.33009243011475
248522,131,68.67999999999952,1282,17,,,,,,,548.3477185396696,335.66825127601624
249627,132,29.79999999999928,1105,17,,,,,,,1881.3928467625,336.2557921409607
251157,133,95.85000000000247,1530,22,,,,,,,604.8598256983973,338.78549432754517
252499,134,75.44000000000075,1342,20,,,,,,,565.0459949712842,341.16071915626526
253509,135,39.5499999999993,1010,18,,,,,,,1843.6838101273095,341.70876002311707
254589,136,42.099999999999184,1080,17,,,,,,,478.43635426895173,343.966299533844
255870,137,53.93999999999886,1281,18,,,,,,,1924.435078429392,344.63211584091187
257263,138,80.9000000000008,1393,20,,,,,,,562.4605696223674,347.1089367866516
258465,139,60.39999999999903,1202,17,,,,,,,523.565212126562,349.40494561195374
259628,140,55.92999999999918,1163,17,,,,,,,1919.2039992666228,350.011127948761
261193,141,99.32000000000177,1565,24,,,,,,,602.8223693768767,352.60749912261963
264329,142,220.00000000002075,3136,48,,,,,,,624.5040770006646,357.62929105758667
265605,143,67.6099999999992,1276,19,,,,,,,1927.6877048554431,358.29140281677246
267098,144,76.12999999999894,1493,23,,,,,,,611.8680128468819,360.7316744327545
268294,145,59.389999999998906,1196,19,,,,,,,512.7970163571244,363.0641574859619
270717,146,192.19000000001142,2423,38,,,,,,,819.8622600879221,366.0197114944458
273414,147,221.64000000001568,2697,44,,,,,,,868.0980327423503,369.12672901153564
282411,148,870.5700000001141,8997,148,,,,,,,784.5393707082553,380.594810962677
283880,149,73.08999999999907,1469,23,,,,,,,581.6305237450675,383.12070894241333
285632,150,109.26000000000349,1752,25,,,,,,,643.8307848801297,385.8421301841736
287972,151,132.37000000000643,2340,38,,,,,,,749.3865445373847,388.96488785743713
289522,152,97.09000000000168,1550,23,,,,,,,555.6262146792221,391.7547376155853
290871,153,75.15,1349,21,,,,,,,518.9105061905725,394.3546476364136
293106,154,111.21000000000852,2235,36,,,,,,,662.8870397004465,397.72648668289185
295077,155,142.60000000000622,1971,30,,,,,,,725.2092195470792,400.4445469379425
297267,156,141.84000000000952,2190,33,,,,,,,763.0766286122155,403.3146913051605
298536,157,67.21999999999949,1269,18,,,,,,,1899.882377003684,403.98283863067627
300296,158,115.35000000000447,1760,28,,,,,,,675.1302767138073,406.58990716934204
302076,159,52.519999999998305,1780,27,,,,,,,668.111355634433,409.25434398651123
303210,160,53.299999999999116,1134,17,,,,,,,475.01622000264257,411.6418402194977
304525,161,52.47999999999875,1315,20,,,,,,,1871.5561832333565,412.344651222229
305556,162,42.0099999999992,1031,16,,,,,,,462.40119505191194,414.5745301246643
306925,163,78.32999999999893,1369,19,,,,,,,1927.68277511014,415.2849199771881
308436,164,73.52000000000184,1511,22,,,,,,,603.7582259000891,417.78775691986084
309663,165,62.19999999999859,1227,15,,,,,,,526.9808852080313,420.1162619590759
310561,166,26.819999999999418,898,13,,,,,,,1933.3322341894986,420.5809543132782
311924,167,47.00999999999852,1363,20,,,,,,,562.7118143039197,423.00334072113037
313120,168,54.16999999999891,1196,17,,,,,,,1888.7314338038732,423.6368110179901
314515,169,65.40999999999856,1395,22,,,,,,,579.2986917039669,426.0450689792633
316501,170,139.7400000000063,1986,31,,,,,,,716.3521090920067,428.81765580177307
317692,171,33.51999999999899,1191,19,,,,,,,511.69607682156567,431.1453573703766
319388,172,113.19000000000365,1696,27,,,,,,,1902.448814957628,432.0370364189148
321945,173,206.8000000000132,2557,43,,,,,,,536.6975299424271,436.80159401893616
323434,174,60.93999999999915,1489,23,,,,,,,1907.4037561567516,437.58246064186096
324908,175,83.96000000000001,1474,22,,,,,,,589.475985715438,440.0832109451294
326313,176,81.05000000000001,1405,22,,,,,,,563.890253296219,442.57502460479736
328400,177,135.3300000000067,2087,32,,,,,,,742.767284514213,445.38502836227417
330758,178,184.90000000001027,2358,38,,,,,,,790.2209889978187,448.3692374229431
333225,179,191.3100000000112,2467,39,,,,,,,829.3700764971381,451.34396624565125
337142,180,338.39000000003415,3917,64,,,,,,,711.4739117753732,456.84962463378906
341298,181,379.0600000000381,4156,67,,,,,,,739.5601196752042,462.4693832397461
343427,182,160.21000000000825,2129,33,,,,,,,742.9138744118453,465.33531951904297
346351,183,211.64000000001653,2924,47,,,,,,,589.1772386957276,470.2983453273773
350540,184,368.480000000039,4189,67,,,,,,,731.1834353296819,476.0276219844818
355283,185,417.3500000000459,4743,76,,,,,,,799.9668920821124,481.95682668685913
357618,186,127.43000000001025,2335,38,,,,,,,789.6622385151379,484.91399097442627
360707,187,198.75000000001728,3089,50,,,,,,,606.2506775993452,490.009464263916
363502,188,211.53000000001467,2795,43,,,,,,,884.932040051527,493.16811990737915
364900,189,81.1799999999986,1398,21,,,,,,,569.284757961815,495.62409567832947
366152,190,50.109999999999175,1252,20,,,,,,,1915.038981868415,496.2780771255493
367718,191,99.05999999999966,1566,26,,,,,,,621.5423627690045,498.79783177375793
369509,192,123.71000000000545,1791,28,,,,,,,665.4138303529219,501.4895598888397
371238,193,116.59000000000349,1729,27,,,,,,,650.4429415034248,504.1479766368866
372724,194,90.30000000000115,1486,23,,,,,,,1850.1687854119896,504.951372385025
375531,195,208.070000000015,2807,44,,,,,,,565.5586991038372,509.9148347377777
377694,196,148.0600000000078,2163,34,,,,,,,756.570674883278,512.7739808559418
381984,197,348.0200000000351,4290,71,,,,,,,752.7300579119204,518.4734284877777
386933,198,418.7400000000489,4949,81,,,,,,,803.3051723367281,524.6344044208527
390220,199,285.1600000000245,3287,53,,,,,,,628.4595141707787,529.8648312091827
392350,200,145.27000000000828,2130,35,,,,,,,713.5282554670301,532.8501970767975
392847,201,-16.200000000000102,497,6,,,,,,,1896.5248555249866,533.1124293804169
395894,202,234.44000000002086,3047,50,,,,,,,595.2080833262348,538.231861114502
401051,203,478.7900000000527,5157,85,,,,,,,826.2807279895101,544.4733126163483
408297,204,688.230000000087,7246,121,,,,,,,666.9542379895609,555.3378541469574
409590,205,39.74999999999907,1293,17,,,,,,,1895.2128892653757,556.0203261375427
410939,206,50.83999999999874,1349,21,,,,,,,539.9226428298923,558.5190145969391
412606,207,94.81000000000358,1667,25,,,,,,,635.6345248067206,561.1418046951294
414511,208,120.70000000000007,1905,30,,,,,,,674.8372920796695,563.964982509613
415532,209,40.31999999999938,1021,16,,,,,,,1911.147381668556,564.4994549751282
417886,210,183.68000000000978,2354,37,,,,,,,493.72050807040745,569.2675139904022
418285,211,-26.94000000000009,399,5,,,,,,,1870.9792166499342,569.4809792041779
419434,212,53.76999999999893,1149,17,,,,,,,1906.9054080201324,570.0837180614471
420002,213,-13.690000000000097,568,8,,,,,,,273.34845951218324,572.1618285179138
420660,214,-8.820000000000135,658,9,,,,,,,1772.335210225638,572.5332880020142
420917,215,-42.17000000000006,257,3,,,,,,,1757.9067732345281,572.6796479225159
421898,216,36.08999999999929,981,13,,,,,,,431.25934713025146,574.954576253891
423795,217,134.71000000000538,1897,30,,,,,,,1946.34132742984,575.9294378757477
431249,218,733.6000000000903,7454,121,,,,,,,673.3537391055038,586.9995913505554
432651,219,66.27999999999967,1402,23,,,,,,,547.0318133338915,589.5627155303955
434037,220,79.35999999999991,1386,20,,,,,,,1900.917265883581,590.2920253276825
436607,221,192.36000000001212,2570,42,,,,,,,512.719370206319,595.3047482967377
438214,222,83.97000000000011,1607,24,,,,,,,1920.000583385367,596.1419162750244
439206,223,22.05999999999984,992,16,,,,,,,421.0601404387385,598.498063325882
442513,224,247.53000000002305,3307,51,,,,,,,618.7120511960529,603.8432393074036
445964,225,283.3600000000281,3451,54,,,,,,,961.2467597324575,607.4335632324219
447346,226,58.66000000000011,1382,23,,,,,,,542.6657973820353,609.980427980423
448865,227,94.1200000000022,1519,23,,,,,,,583.5092422844347,612.5838198661804
449955,228,27.62999999999893,1090,17,,,,,,,1879.9574152942255,613.1638662815094
450721,229,12.629999999999718,766,13,,,,,,,341.409648622433,615.4077084064484
452159,230,85.17000000000098,1438,22,,,,,,,1926.9690114817965,616.154159784317
453342,231,47.979999999999045,1183,18,,,,,,,487.77593060451693,618.5796656608582
454460,232,25.859999999999275,1118,17,,,,,,,1773.2526523734468,619.2103362083435
456102,233,106.870000000002,1642,22,,,,,,,611.6162933748831,621.8952462673187
457358,234,30.569999999998984,1256,18,,,,,,,495.49038298026034,624.4303109645844
458326,235,34.69999999999925,968,14,,,,,,,1908.7533153306304,624.9376378059387
459546,236,61.829999999998904,1220,18,,,,,,,499.04559868004384,627.3825099468231
460600,237,43.6099999999993,1054,14,,,,,,,1894.3699423649648,627.9390828609467
461988,238,55.569999999999006,1388,20,,,,,,,544.3029467859334,630.4893298149109
463340,239,75.59999999999957,1352,22,,,,,,,539.0499752752,632.9976546764374
465051,240,114.31000000000385,1711,28,,,,,,,607.7157696073106,635.8133397102356
466486,241,85.28000000000108,1435,21,,,,,,,1907.7557279491589,636.5657212734222
468605,242,148.82000000000818,2119,33,,,,,,,722.165119357091,639.5001611709595
470062,243,82.3799999999984,1457,21,,,,,,,569.283045724849,642.0597321987152
471242,244,57.37999999999876,1180,18,,,,,,,475.03584115864976,644.5439548492432
473381,245,136.71000000000888,2139,33,,,,,,,725.0979781654705,647.4941005706787
474993,246,49.41999999999835,1612,26,,,,,,,1921.3840930669,648.3332889080048
478581,247,248.17000000002037,3588,59,,,,,,,635.4779840233214,653.9796259403229
480979,248,152.56000000000637,2398,39,,,,,,,771.914917562027,657.08638048172
485618,249,429.6000000000461,4639,77,,,,,,,584.7149815554043,665.0203380584717
486880,250,65.51999999999927,1262,16,,,,,,,1940.5509243186073,665.6708385944366
488054,251,46.22999999999908,1174,16,,,,,,,474.740361444215,668.143931388855
489008,252,32.2699999999993,954,14,,,,,,,1842.4819779290758,668.6619374752045
490701,253,112.30000000000103,1693,25,,,,,,,624.6598193234561,671.3723964691162
492031,254,67.90999999999971,1330,18,,,,,,,524.0525703678235,673.9104671478271
493012,255,20.409999999999307,981,14,,,,,,,1905.6373853209948,674.4254906177521
494002,256,36.52999999999986,990,12,,,,,,,418.1025653779749,676.7935404777527
494806,257,1.6799999999998505,804,12,,,,,,,1714.9592525463345,677.2625539302826
496518,258,79.22999999999797,1712,26,,,,,,,630.5474447177057,679.9778425693512
497260,259,-25.24000000000006,742,11,,,,,,,1911.2154627868044,680.3662827014923
498225,260,13.439999999999465,965,15,,,,,,,400.33595156290136,682.7769501209259
499024,261,0.8699999999999477,799,12,,,,,,,1877.6775766703422,683.2026991844177
500161,262,52.3899999999989,1137,17,,,,,,,461.8092140595994,685.6649441719055
501316,263,39.35999999999951,1155,15,,,,,,,1894.7011333583123,686.2747569084167
503012,264,86.93999999999937,1696,26,,,,,,,611.3656031047076,689.0490462779999
503945,265,14.599999999999788,933,13,,,,,,,395.97982137786875,691.4054048061371
505365,266,57.56999999999842,1420,21,,,,,,,1875.677425307975,692.162636756897
506166,267,0.9699999999999065,801,11,,,,,,,341.6828377380596,694.5070946216583
507113,268,16.209999999999432,947,13,,,,,,,1670.845550076286,695.0740928649902
508440,269,72.0199999999991,1327,20,,,,,,,514.2993246371827,697.65447473526
509295,270,21.869999999999607,855,11,,,,,,,1881.5485433480278,698.1090548038483
510240,271,21.889999999999617,945,12,,,,,,,400.24474239279795,700.4703013896942
511126,272,9.789999999999928,886,14,,,,,,,1912.2497513303122,700.933836221695
511977,273,6.569999999999894,851,11,,,,,,,1923.0296841403172,701.3765649795532
513533,274,57.139999999998885,1556,23,,,,,,,574.112002007089,704.0870106220245
513944,275,-31.060000000000077,411,4,,,,,,,1859.171289630605,704.3082835674286
514804,276,2.1799999999999287,860,13,,,,,,,373.8796819158022,706.6086931228638
515777,277,23.749999999999297,973,15,,,,,,,1825.2245012234332,707.1419413089752
516408,278,-7.640000000000029,631,9,,,,,,,283.73166286586144,709.3660635948181
517679,279,36.479999999999,1271,19,,,,,,,1935.8131670407474,710.0228474140167
518249,280,-8.82,570,8,,,,,,,252.9946107962491,712.2760317325592
520463,281,147.94000000000779,2214,34,,,,,,,727.7721359387349,715.3184106349945
522957,282,172.1900000000092,2494,40,,,,,,,777.0951926912034,718.5279817581177
523743,283,14.059999999999896,786,8,,,,,,,1892.9157797005187,718.9433920383453
524568,284,3.0000000000000426,825,13,,,,,,,357.9886922651162,721.2481229305267
525212,285,-0.9600000000000364,644,8,,,,,,,1912.6807706714874,721.585040807724
525672,286,-25.57000000000008,460,4,,,,,,,1764.0415204159722,721.8459715843201
527810,287,129.36000000000362,2138,35,,,,,,,710.1099032428726,724.8569686412811
528999,288,57.66999999999889,1189,18,,,,,,,481.2287056987606,727.3279073238373
529855,289,21.749999999999403,856,12,,,,,,,1920.832583794773,727.7737679481506
530661,290,-8.570000000000096,806,11,,,,,,,343.2251364480243,730.1222701072693
532880,291,152.5500000000054,2219,35,,,,,,,725.514961042148,733.1809687614441
534382,292,90.2600000000005,1502,24,,,,,,,1921.7864293517105,733.9627628326416
536404,293,142.10000000000633,2022,31,,,,,,,689.3728536968162,736.8960587978363
539291,294,194.41000000001077,2887,47,,,,,,,545.2635296795064,742.1909351348877
540442,295,38.5899999999988,1151,18,,,,,,,1819.197988032653,742.8238105773926
542335,296,97.67000000000166,1893,30,,,,,,,650.7770794649866,745.7328546047211
543542,297,59.28999999999837,1207,19,,,,,,,480.15788063480875,748.2468194961548
546095,298,188.11000000000948,2553,40,,,,,,,793.9086534016628,751.4627659320831
547183,299,46.04999999999908,1088,16,,,,,,,443.4555845012007,753.9164130687714
548089,300,-22.840000000000142,906,15,,,,,,,1554.1829270686778,754.49955701828
549606,301,87.1200000000012,1517,22,,,,,,,565.2652598968252,757.1834571361542
555226,302,480.5600000000593,5620,91,,,,,,,646.559045747284,765.8758645057678
559543,303,377.44000000004036,4317,70,,,,,,,705.930367175746,771.9914345741272
562930,304,276.99000000002394,3387,54,,,,,,,924.5524241527501,775.6550233364105
565199,305,152.49000000000714,2269,34,,,,,,,741.6531776555692,778.7146470546722
565601,306,-26.850000000000037,402,6,,,,,,,188.26041971737104,780.8501780033112
567067,307,87.33000000000098,1466,23,,,,,,,1911.4749007479152,781.6173334121704
567514,308,-22.15000000000001,447,6,,,,,,,209.6250424733434,783.7499032020569
567854,309,-33.48000000000007,340,5,,,,,,,1854.4362881192612,783.9334292411804
570172,310,168.32000000000676,2318,36,,,,,,,742.4484550875194,787.0557339191437
575027,311,399.560000000044,4855,79,,,,,,,768.3731150123663,793.3744738101959
577984,312,246.66000000001634,2957,46,,,,,,,552.0343782421161,798.7312078475952
582365,313,379.48000000003896,4381,73,,,,,,,719.729571116634,804.818422794342
583377,314,38.65999999999917,1012,16,,,,,,,1863.520484899359,805.3617134094238
587688,315,362.39000000004046,4311,69,,,,,,,711.9319111660656,811.4172761440277
594263,316,605.0800000000773,6575,108,,,,,,,596.1524300537337,822.4465250968933
596823,317,205.60000000001196,2560,40,,,,,,,768.4423078106681,825.7781465053558
598745,318,120.92000000000431,1922,31,,,,,,,654.3618173500296,828.7155718803406
600667,319,110.79000000000035,1922,27,,,,,,,640.3379205888904,831.7173838615417
602263,320,76.74999999999802,1596,25,,,,,,,558.5295629948745,834.57506108284
605728,321,303.19000000002114,3465,57,,,,,,,940.3052750280007,838.2602496147156
607251,322,53.839999999998554,1523,23,,,,,,,562.479499327491,840.9680700302124
609945,323,168.74000000000962,2694,43,,,,,,,806.9204101010171,844.306866645813
611251,324,40.04999999999878,1306,20,,,,,,,503.2247590033437,846.9023094177246
613063,325,99.35000000000433,1812,26,,,,,,,624.2516325653585,849.8051853179932
616480,326,289.770000000024,3417,55,,,,,,,607.8300049913361,855.4270634651184
617654,327,55.61999999999885,1174,18,,,,,,,1895.9247777133069,856.0464706420898
619035,328,58.699999999998695,1381,20,,,,,,,518.8708065548453,858.7082228660583
620295,329,49.45999999999868,1260,19,,,,,,,1883.339863176212,859.3774275779724
624656,330,353.9000000000401,4361,71,,,,,,,533.5932278079715,867.5505049228668
626218,331,98.33000000000227,1562,22,,,,,,,1808.424121990665,868.4144690036774
628050,332,111.95000000000425,1832,27,,,,,,,600.4977908707664,871.4654579162598
638050,333,1026.6800000001228,10000,167,,,,,,,653.2316691544465,886.7741520404816
639289,334,63.81999999999896,1239,19,,,,,,,472.5026273065307,889.4089679718018
640847,335,83.19999999999959,1558,23,,,,,,,1934.6735688217595,890.2144894599915
641987,336,53.21999999999916,1140,17,,,,,,,438.35069254088853,892.8153250217438
643319,337,73.949999999999,1332,20,,,,,,,503.3796065236289,895.4616076946259
645384,338,138.62000000000847,2065,32,,,,,,,680.3936575320243,898.4968101978302
647042,339,99.25000000000257,1658,26,,,,,,,1921.552469031757,899.3598589897156
649094,340,127.23000000000276,2052,33,,,,,,,683.1363961971356,902.3638756275177
651248,341,147.19000000000534,2154,35,,,,,,,699.1276442771438,905.4450173377991
654339,342,245.72000000001748,3091,51,,,,,,,559.7773110589816,910.9670565128326
655945,343,103.84000000000079,1606,27,,,,,,,570.8524639177599,913.7805850505829
663540,344,697.2700000000896,7595,126,,,,,,,776.1897193199337,923.5658204555511
668457,345,451.39000000004967,4917,82,,,,,,,581.8584041544289,932.0165076255798
670089,346,106.0400000000008,1632,26,,,,,,,570.4199250107124,934.877738237381
672091,347,140.9000000000059,2002,31,,,,,,,665.5935633739338,937.8858006000519
