timestep,episode,episode_reward,episode_length,zombies_killed,policy_loss,value_loss,entropy_loss,total_loss,clip_fraction,approx_kl,fps,elapsed_time
674332,348,171.4500000000079,2241,35,,,,,,,711.6049961306046,941.0352334976196
676085,349,114.1300000000041,1753,28,,,,,,,591.742320668864,943.9978895187378
679961,350,322.73000000003026,3876,64,,,,,,,652.8293074423427,949.9353218078613
687379,351,618.3200000000879,7418,121,,,,,,,752.0945931207112,959.7986857891083
688927,352,77.24999999999875,1548,23,,,,,,,547.1509941239763,962.6280717849731
689837,353,2.819999999999766,910,15,,,,,,,1850.124764603091,963.1201107501984
691407,354,94.49000000000242,1570,24,,,,,,,529.418043985775,966.0859005451202
693059,355,87.82000000000252,1652,25,,,,,,,536.8972030630381,969.1630549430847
703059,356,1079.280000000069,10000,166,,,,,,,653.2316488072519,984.4718050956726
705820,357,202.92000000001562,2761,45,,,,,,,799.0496627016655,987.9390385150909
707598,358,102.36000000000388,1778,27,,,,,,,619.4060152249439,990.8097202777863
710580,359,247.02000000001996,2982,48,,,,,,,838.2527715811771,994.3672835826874
712939,360,160.01000000001005,2359,37,,,,,,,453.57361015435833,999.5684504508972
722720,361,954.410000000126,9781,161,,,,,,,743.1762465983977,1012.7297224998474
724908,362,160.41000000000707,2188,34,,,,,,,698.2407329462746,1015.8635272979736
728654,363,253.54000000002307,3746,62,,,,,,,636.6660348306206,1021.7475776672363
732445,364,302.5900000000297,3791,63,,,,,,,643.4143875323188,1027.6398141384125
733526,365,26.229999999999016,1081,16,,,,,,,422.6456346355121,1030.1977739334106
735512,366,123.41000000000446,1986,30,,,,,,,659.7419814924436,1033.208268404007
737395,367,107.64000000000246,1883,30,,,,,,,633.9720192185356,1036.1786451339722
740043,368,214.29000000001298,2648,42,,,,,,,783.7133647815496,1039.5576303005219
742713,369,202.16000000001043,2670,41,,,,,,,792.0907766071488,1042.928691625595
747526,370,421.8500000000467,4813,78,,,,,,,567.2254204572199,1051.4141113758087
748373,371,21.24999999999978,847,13,,,,,,,1875.9286312110928,1051.8657982349396
749193,372,18.379999999999818,820,11,,,,,,,1843.9347806040278,1052.3107488155365
751222,373,148.01000000000414,2029,31,,,,,,,669.1563512723711,1055.3431315422058
752357,374,37.29999999999909,1135,18,,,,,,,444.5722742844592,1057.8963553905487
753548,375,48.50999999999917,1191,18,,,,,,,1904.6692591396493,1058.5218906402588
755200,376,92.50999999999982,1652,25,,,,,,,565.992055678863,1061.44082570076
756787,377,100.99000000000282,1587,24,,,,,,,561.867775597638,1064.265513420105
757393,378,-4.8500000000000725,606,9,,,,,,,1921.7931334833418,1064.5811009407043
758193,379,15.749999999999737,800,12,,,,,,,335.9191385748218,1066.962828874588
759335,380,53.28999999999918,1142,18,,,,,,,1875.9823833957435,1067.5717771053314
761170,381,102.67000000000013,1835,28,,,,,,,624.133501865496,1070.5120329856873
762459,382,38.91999999999916,1289,20,,,,,,,473.5845135737133,1073.2340297698975
764063,383,102.22000000000138,1604,25,,,,,,,568.656309526788,1076.054943561554
764384,384,-35.39000000000006,321,4,,,,,,,1818.2834037622406,1076.231686115265
765050,385,-18.180000000000113,666,8,,,,,,,1909.9418513142357,1076.5805728435516
766032,386,35.2599999999993,982,15,,,,,,,392.7342681273877,1079.081209897995
767369,387,73.2799999999999,1337,20,,,,,,,1897.8590555351557,1079.7858684062958
767980,388,-9.700000000000024,611,8,,,,,,,1818.4357925465072,1080.122086763382
769402,389,57.209999999999255,1422,22,,,,,,,523.991228245114,1082.836102962494
770289,390,25.639999999999446,887,14,,,,,,,362.8236519020667,1085.2810349464417
771329,391,41.99999999999925,1040,15,,,,,,,1934.5974493208182,1085.8188240528107
772536,392,60.64999999999922,1207,17,,,,,,,462.8589564847066,1088.426769733429
773567,393,40.43999999999922,1031,16,,,,,,,1940.5116765173234,1088.958292722702
774701,394,46.42999999999887,1134,16,,,,,,,439.81635339393966,1091.5368173122406
776276,395,99.33000000000197,1575,23,,,,,,,559.307579219655,1094.353012084961
777708,396,59.359999999998685,1432,22,,,,,,,1885.178666643231,1095.1128208637238
778432,397,8.06999999999988,724,10,,,,,,,307.4652045813456,1097.4677739143372
779838,398,66.04000000000033,1406,22,,,,,,,1925.8141252917446,1098.1980192661285
780672,399,19.92999999999948,834,12,,,,,,,346.58682560687504,1100.6045467853546
781170,400,-16.34000000000011,498,7,,,,,,,1891.730229904316,1100.8679811954498
782661,401,86.21000000000014,1491,21,,,,,,,533.7399127694674,1103.661663532257
783762,402,33.74999999999937,1101,17,,,,,,,1940.2678619371802,1104.2293434143066
785600,403,97.89000000000331,1838,29,,,,,,,625.5637201592341,1107.16765999794
786146,404,-16.52000000000003,546,8,,,,,,,1882.2157197466258,1107.4579210281372
788684,405,203.87000000001268,2538,41,,,,,,,473.34593846870365,1112.8199558258057
794346,406,499.87000000005526,5662,93,,,,,,,808.4379189587952,1119.8238151073456
800668,407,595.6000000000712,6322,104,,,,,,,671.4398533853786,1129.239587545395
800948,408,-54.690000000000055,280,4,,,,,,,118.2257913513137,1131.60817527771
802865,409,130.7800000000047,1917,29,,,,,,,649.1680140134399,1134.5613911151886
803739,410,18.79999999999965,874,10,,,,,,,1888.6311322961328,1135.0244510173798
804245,411,-25.910000000000032,506,6,,,,,,,1833.9335994241517,1135.300549507141
805307,412,34.26999999999902,1062,16,,,,,,,413.53691487139497,1137.8688442707062
806401,413,32.49999999999937,1094,15,,,,,,,1914.9435462129463,1138.440361738205
808225,414,111.02999999999909,1824,30,,,,,,,622.199277214024,1141.3721106052399
808868,415,-1.4400000000000261,643,7,,,,,,,1820.4616479171195,1141.7254900932312
812392,416,303.8300000000274,3524,55,,,,,,,566.1053153026555,1147.9506764411926
813966,417,88.70000000000105,1574,23,,,,,,,557.9176470260139,1150.7720983028412
817303,418,283.1400000000246,3337,52,,,,,,,554.113793475592,1156.7944810390472
819955,419,140.90000000001055,2652,43,,,,,,,782.6068320479961,1160.1833910942078
822816,420,198.90000000001277,2861,45,,,,,,,800.2745860163031,1163.7585847377777
823917,421,33.289999999999516,1101,16,,,,,,,420.12041248128054,1166.3794870376587
825679,422,95.2699999999981,1762,28,,,,,,,595.473244020502,1169.338706254959
826106,423,-39.240000000000045,427,7,,,,,,,1768.6666897094535,1169.5803377628326
827989,424,132.7900000000036,1883,30,,,,,,,630.8505212746898,1172.5653977394104
828698,425,-8.570000000000121,709,11,,,,,,,1926.182268763485,1172.933702468872
829343,426,-0.6500000000000696,645,9,,,,,,,1548.3062426707554,1173.350490808487
830158,427,17.569999999999716,815,12,,,,,,,340.64023098132486,1175.7432599067688
833782,428,286.2900000000274,3624,59,,,,,,,604.5279026503819,1181.7382609844208
835486,429,114.00000000000433,1704,28,,,,,,,1911.8030325767272,1182.629770040512
837004,430,77.96999999999915,1518,22,,,,,,,537.3392736186685,1185.4550340175629
842125,431,480.67000000005464,5121,84,,,,,,,582.4808796769353,1194.2469840049744
851971,432,955.2500000001287,9846,164,,,,,,,659.1496418189382,1209.184625864029
854914,433,241.7400000000162,2943,49,,,,,,,832.5594873783014,1212.7196974754333
857039,434,153.9200000000076,2125,35,,,,,,,685.4744025812838,1215.8199064731598
862737,435,522.9800000000624,5698,92,,,,,,,632.8340127363068,1224.8240237236023
868709,436,552.5700000000668,5972,99,,,,,,,659.283985808661,1233.8825602531433
876720,437,766.2300000000986,8011,131,,,,,,,663.1096569608333,1245.9637274742126
882905,438,551.900000000069,6185,103,,,,,,,666.3587918963765,1255.2456903457642
887581,439,403.8500000000411,4676,77,,,,,,,729.4498712564795,1261.6562061309814
889904,440,170.1100000000091,2323,36,,,,,,,717.3999539520705,1264.8944439888
892378,441,196.5100000000104,2474,39,,,,,,,750.9088551049598,1268.189311504364
894429,442,146.10000000000747,2051,31,,,,,,,677.3050254395329,1271.217670917511
896075,443,107.81000000000321,1646,25,,,,,,,568.351982157377,1274.1139628887177
899378,444,261.5000000000225,3303,54,,,,,,,576.2994147562882,1279.8455443382263
908190,445,857.6900000001109,8812,143,,,,,,,696.4968186517488,1292.4976422786713
910605,446,190.49000000001087,2415,38,,,,,,,742.8800786206189,1295.7486827373505
916843,447,594.0900000000705,6238,99,,,,,,,676.0216080373706,1304.9764161109924
917727,448,25.16999999999942,884,12,,,,,,,346.57244333092206,1307.527333021164
918601,449,24.349999999999824,874,11,,,,,,,1882.888353568776,1307.991745710373
919858,450,50.64999999999874,1257,18,,,,,,,474.8357201777887,1310.6391496658325
921116,451,66.15999999999892,1258,19,,,,,,,1883.4090294817054,1311.30730342865
922582,452,47.72999999999891,1466,23,,,,,,,512.6460221481169,1314.1671788692474
924215,453,91.5100000000036,1633,24,,,,,,,565.053094609559,1317.0573644638062
925994,454,91.78999999999903,1779,25,,,,,,,607.8160732578963,1319.984459400177
927207,455,60.299999999998974,1213,19,,,,,,,1933.5583025305766,1320.6119875907898
929024,456,104.68000000000391,1817,29,,,,,,,608.6042194896128,1323.5977218151093
939024,457,1028.7300000001192,10000,167,,,,,,,659.5095620304371,1338.7607266902924
945892,458,671.8300000000793,6868,111,,,,,,,716.3131032337046,1348.3488874435425
947123,459,48.0099999999989,1231,17,,,,,,,462.36610735511425,1351.0114681720734
949531,460,175.49000000001075,2408,35,,,,,,,742.9290388697581,1354.2529096603394
953237,461,329.39000000003034,3706,62,,,,,,,621.0797912666238,1360.2201082706451
954861,462,69.42000000000041,1624,25,,,,,,,567.5624527451358,1363.0817465782166
957145,463,161.66000000000906,2284,34,,,,,,,711.0621375025348,1366.2940683364868
959206,464,137.60000000000733,2061,33,,,,,,,671.5534162216878,1369.3632609844208
962511,465,282.4900000000253,3305,55,,,,,,,864.6883206544751,1373.1856067180634
972511,466,1061.1500000000885,10000,167,,,,,,,659.2766907111268,1388.3539481163025
976600,467,366.8300000000375,4089,64,,,,,,,664.5158582293042,1394.5074949264526
978071,468,83.9200000000018,1471,22,,,,,,,511.52220020945657,1397.3834438323975
983245,469,473.1200000000548,5174,82,,,,,,,591.0905581081205,1406.1369268894196
985171,470,127.20000000000492,1926,29,,,,,,,639.9711303424446,1409.1466414928436
985947,471,13.029999999999838,776,9,,,,,,,1875.9213984772598,1409.5605146884918
990819,472,416.44000000005,4872,78,,,,,,,745.044823154823,1416.0998809337616
993452,473,210.06000000001467,2633,43,,,,,,,485.07169019441295,1421.5281648635864
997080,474,292.6900000000302,3628,58,,,,,,,926.820229361732,1425.4428186416626
999110,475,148.53000000000375,2030,30,,,,,,,654.5441373337452,1428.544450044632
1000308,476,59.11999999999895,1198,20,,,,,,,459.590684665131,1431.151329278946
