timestep,episode,episode_reward,episode_length,zombies_killed,wave,has_machinegun,mg_ammo,weapon,policy_loss,value_loss,entropy_loss,total_loss,clip_fraction,approx_kl,fps,elapsed_time
3410,1,1415.420000000004,3410,67,7,False,0,pistol,,,,,,,29.31746062304361,116.31293964385986
7834,2,1754.3719999999782,4424,91,10,False,0,pistol,,,,,,,21.493811207205486,322.19487047195435
8714,3,277.2800000000009,880,15,2,True,50,machinegun,,,,,,,9.611693758974633,414.00197410583496
10744,4,639.6600000000022,2030,37,4,False,0,pistol,,,,,,,21.21619910838629,509.6836621761322
14187,5,1313.6290000000492,3443,71,8,False,0,pistol,,,,,,,28.908005071077817,628.7857041358948
17259,6,1491.6709999999773,3072,62,7,False,0,pistol,,,,,,,16.106940961855337,819.5110199451447
19227,7,445.2049999999983,1968,35,4,False,0,pistol,,,,,,,18.714102140920836,924.6724557876587
22338,8,1561.9950000000053,3111,60,7,False,0,pistol,,,,,,,25.05656158916528,1048.8316411972046
26269,9,3062.8949999999963,3931,80,8,False,0,pistol,,,,,,,18.77464599259353,1258.2098596096039
27207,10,494.64900000000193,938,17,2,False,0,pistol,,,,,,,10.540474163021296,1347.500586271286
30475,11,1502.0959999999825,3268,62,7,False,0,pistol,,,,,,,27.615757405490413,1465.8389303684235
34101,12,3761.001000000012,3626,73,8,False,0,pistol,,,,,,,18.995498709384787,1656.7263536453247
37112,13,2869.295000000037,3011,58,5,False,0,pistol,,,,,,,16.909843649631043,1835.041448354721
40476,14,2389.9229999999916,3364,71,8,False,0,pistol,,,,,,,28.243131008559732,1954.1501355171204
44084,15,2504.3970000000027,3608,71,7,True,68,machinegun,,,,,,,19.22735203402538,2141.7995693683624
47208,16,2634.7309999999657,3124,57,6,False,0,pistol,,,,,,,17.36633442969068,2321.6879386901855
50968,17,3624.8340000000403,3760,81,9,False,0,pistol,,,,,,,30.130501669666735,2446.478508710861
54124,18,2187.885000000036,3156,63,7,False,0,pistol,,,,,,,17.45748056083596,2627.2607176303864
56314,19,2298.0790000000093,2190,38,4,False,0,pistol,,,,,,,21.927383455794402,2727.1359167099
56771,20,200.29000000000048,457,8,1,False,0,pistol,,,,,,,61.12019154425284,2734.6130843162537
59295,21,2227.055000000021,2524,47,5,False,0,pistol,,,,,,,23.838191761572922,2840.493688106537
62707,22,4459.321000000006,3412,73,8,False,0,pistol,,,,,,,18.408370699966174,3025.844235420227
64419,23,1574.773000000005,1712,31,3,True,70,machinegun,,,,,,,18.492598082765287,3119.0396888256073
67514,24,1980.7950000000153,3095,58,6,False,0,pistol,,,,,,,26.91661111744997,3234.0245327949524
68109,25,372.1699999999993,595,10,1,False,0,pistol,,,,,,,8.050384139811092,3307.9341254234314
70547,26,1193.020000000011,2438,44,4,False,0,pistol,,,,,,,23.261440458724653,3412.7428426742554
72594,27,1197.0599999999997,2047,39,4,False,0,pistol,,,,,,,20.75208209066231,3511.3836381435394
73910,28,108.04999999999677,1316,20,3,False,0,pistol,,,,,,,15.219823084611132,3597.849897146225
74499,29,-456.7000000000006,589,8,1,False,0,pistol,,,,,,,62.07043267659236,3607.339208841324
76172,30,144.86000000000016,1673,29,3,False,0,pistol,,,,,,,18.147091024711827,3699.530374288559
76992,31,218.4000000000005,820,14,1,False,0,pistol,,,,,,,62.15002562833235,3712.724339723587
78207,32,163.48000000000008,1215,19,2,False,0,pistol,,,,,,,14.326734777084736,3797.5309059619904
78449,33,-425.59999999999974,242,2,1,False,0,pistol,,,,,,,61.93574489117236,3801.438265800476
78709,34,-387.1999999999998,260,2,1,False,0,pistol,,,,,,,61.83933802385454,3805.6427981853485
78981,35,-328.57000000000033,272,2,1,False,0,pistol,,,,,,,61.96777666693137,3810.032262325287
79370,36,-423.4800000000003,389,4,1,False,0,pistol,,,,,,,62.000096823836174,3816.3065280914307
79573,37,-302.3600000000001,203,2,1,False,0,pistol,,,,,,,61.927664869397084,3819.5846633911133
80284,38,-277.19999999999993,711,10,2,False,0,pistol,,,,,,,9.348710847743341,3895.6380133628845
80526,39,-376.00000000000045,242,1,1,False,0,pistol,,,,,,,62.05600744411716,3899.537802696228
80788,40,-291.1000000000002,262,2,1,False,0,pistol,,,,,,,62.031074139967636,3903.7615768909454
80986,41,-298.29999999999995,198,1,1,True,50,machinegun,,,,,,,62.16418646586825,3906.9467763900757
81283,42,-433.6300000000005,297,2,1,False,0,pistol,,,,,,,62.140112175699564,3911.726381778717
81550,43,-388.0999999999997,267,2,1,False,0,pistol,,,,,,,62.25062560290955,3916.0155894756317
81706,44,-313.29999999999995,156,0,1,False,0,pistol,,,,,,,61.858206222753154,3918.5375752449036
81906,45,-300.4,200,0,1,False,0,pistol,,,,,,,62.066699404452955,3921.759989261627
82142,46,-324.2000000000002,236,1,1,False,0,pistol,,,,,,,3.382391492692182,3991.533182859421
82358,47,-310.2,216,0,1,False,0,pistol,,,,,,,61.89369654444666,3995.0231280326843
82607,48,-430.9000000000001,249,1,1,False,0,pistol,,,,,,,61.967840713988366,3999.041433572769
82840,49,-319.19999999999993,233,1,1,False,0,pistol,,,,,,,61.9068441112811,4002.8052337169647
83066,50,-298.5800000000002,226,1,1,False,0,pistol,,,,,,,61.80773390285147,4006.4618208408356
