timestep,episode,episode_reward,episode_length,zombies_killed,wave,policy_loss,value_loss,entropy_loss,total_loss,clip_fraction,approx_kl,fps,elapsed_time
97750,76,142.23000000000172,1752,29,3,,,,,,,455.89282243172016,204.14650559425354
99903,77,163.67000000000627,2153,37,4,,,,,,,483.6737801376989,208.5980417728424
101694,78,124.88000000000176,1791,29,3,,,,,,,401.3958910453592,213.0601305961609
102412,79,13.849999999999902,718,11,4,,,,,,,254.11367174987907,215.88577961921692
104267,80,131.88000000000247,1855,32,5,,,,,,,845.4503907490719,218.08046555519104
106469,81,195.47000000000494,2202,39,4,,,,,,,536.4763304917152,222.18521213531494
107502,82,47.449999999999235,1033,16,2,,,,,,,350.1558454845968,225.1355311870575
108235,83,13.269999999999769,733,12,1,,,,,,,905.3543194952625,225.9454426765442
109644,84,92.71000000000068,1409,23,3,,,,,,,443.8993014666062,229.11974620819092
110436,85,20.939999999999714,792,12,1,,,,,,,809.3000922857135,230.0985827445984
111772,86,71.48999999999896,1336,21,4,,,,,,,410.8330721937972,233.35075044631958
112791,87,46.44999999999935,1019,15,1,,,,,,,372.4595904909944,236.08679509162903
114342,88,113.76000000000077,1551,27,4,,,,,,,780.4298041933058,238.07439136505127
115416,89,56.98999999999881,1074,18,3,,,,,,,327.98569721386184,241.34908294677734
117147,90,128.98000000000167,1731,29,3,,,,,,,413.4675576721774,245.53578066825867
120036,91,253.9900000000069,2889,56,6,,,,,,,569.1092969724922,250.61235284805298
122302,92,200.49000000000376,2266,39,4,,,,,,,446.5648719327685,255.68786454200745
124391,93,177.88000000000363,2089,38,6,,,,,,,531.0830796183868,259.6215183734894
125360,94,33.10999999999945,969,14,2,,,,,,,337.7146436803901,262.49101758003235
126164,95,23.19999999999959,804,11,4,,,,,,,724.8295979393143,263.60046124458313
127603,96,105.98000000000184,1439,21,3,,,,,,,354.3213523049778,267.66194319725037
128318,97,10.06000000000001,715,9,1,,,,,,,833.0835114917751,268.5203437805176
129286,98,47.6199999999993,968,14,3,,,,,,,308.95614171593184,271.65369057655334
130629,99,70.7299999999989,1343,20,2,,,,,,,822.8767710340145,273.2859869003296
131562,100,31.68999999999975,933,14,4,,,,,,,238.0727233835811,277.2051317691803
132664,101,29.129999999999285,1102,17,2,,,,,,,851.955243864316,278.4987840652466
133564,102,27.35999999999948,900,14,2,,,,,,,306.97379169240116,281.4308636188507
134636,103,43.9699999999994,1072,14,2,,,,,,,670.2237512606865,283.03051567077637
135676,104,45.26999999999932,1040,16,1,,,,,,,242.94875602884747,287.31142807006836
136539,105,29.049999999999578,863,12,3,,,,,,,594.4480203483178,288.7633635997772
137481,106,34.84999999999953,942,15,2,,,,,,,301.0932208814677,291.89218401908875
138426,107,20.35999999999985,945,13,3,,,,,,,799.9660284350394,293.07366371154785
139045,108,1.3500000000000796,619,9,1,,,,,,,788.2352153953162,293.85911989212036
139534,109,-13.940000000000001,489,5,1,,,,,,,221.0485251394288,296.07143568992615
139887,110,-28.09999999999997,353,5,1,,,,,,,808.9953501282403,296.50802063941956
140270,111,-26.380000000000035,383,5,1,,,,,,,870.0056389409709,296.94837617874146
141830,112,96.94999999999999,1560,24,4,,,,,,,374.10537546247775,301.11850666999817
142469,113,1.6800000000000068,639,8,1,,,,,,,800.1223564702145,301.9173336029053
142633,114,-52.38000000000003,164,1,1,,,,,,,889.6477523606777,302.1018400192261
143927,115,83.80999999999965,1294,18,1,,,,,,,391.4220359013862,305.40793466567993
144542,116,-2.1199999999999193,615,9,1,,,,,,,830.7160010679037,306.1483941078186
145524,117,33.91999999999971,982,13,2,,,,,,,349.3359910917258,308.959676027298
146326,118,21.519999999999797,802,12,3,,,,,,,877.4534339516333,309.87390542030334
147233,119,23.89000000000017,907,12,2,,,,,,,759.6812426375454,311.06796383857727
149509,120,172.1100000000021,2276,38,3,,,,,,,272.89700062276495,319.40831780433655
150638,121,61.19999999999905,1129,17,3,,,,,,,749.954699933024,320.9139440059662
152213,122,101.02000000000007,1575,22,3,,,,,,,435.6610563844247,324.5292797088623
153111,123,39.40999999999958,898,12,2,,,,,,,874.040441094568,325.55686354637146
154388,124,74.17999999999863,1277,18,2,,,,,,,357.36025401603814,329.13042306900024
155380,125,47.31999999999961,992,14,2,,,,,,,811.0692504964954,330.35365557670593
156161,126,22.20999999999936,781,10,3,,,,,,,316.68421394047994,332.82004618644714
157003,127,31.36999999999984,842,9,1,,,,,,,862.9759558982541,333.7959361076355
157189,128,-49.900000000000034,186,2,1,,,,,,,829.3465012666517,334.020388841629
158405,129,71.0499999999987,1216,18,2,,,,,,,378.84267277734347,337.23039650917053
159426,130,42.68999999999885,1021,13,3,,,,,,,764.7709034541076,338.56558179855347
160463,131,58.199999999999285,1037,14,1,,,,,,,353.98957310068977,341.49520087242126
161226,132,6.459999999999994,763,12,2,,,,,,,842.4432263331067,342.40108823776245
162058,133,22.930000000000078,832,12,3,,,,,,,295.9371453232427,345.21266865730286
163439,134,89.33999999999969,1381,20,5,,,,,,,823.7072117155359,346.88941717147827
164411,135,4.2499999999995595,972,12,3,,,,,,,322.54036838239045,349.90314531326294
165447,136,54.41999999999953,1036,16,6,,,,,,,849.354758405004,351.1230776309967
166199,137,5.350000000000058,752,10,3,,,,,,,292.56969171678077,353.69354271888733
167201,138,52.59999999999862,1002,13,4,,,,,,,782.2298565267273,354.9747507572174
168385,139,73.07999999999878,1184,17,3,,,,,,,360.844518963561,358.2560896873474
169388,140,49.20999999999923,1003,15,2,,,,,,,690.1416693707648,359.70961117744446
171660,141,192.09000000000378,2272,38,4,,,,,,,402.1807066374559,365.35939145088196
174951,142,299.95000000001545,3291,64,6,,,,,,,317.3166124501395,375.73092889785767
177135,143,166.25000000000333,2184,40,4,,,,,,,389.07973965132095,381.3443605899811
178926,144,131.60000000000176,1791,32,10,,,,,,,412.95051244464446,385.681601524353
180074,145,69.87999999999931,1148,19,1,,,,,,,727.630773843282,387.25950026512146
181359,146,83.16999999999905,1285,19,2,,,,,,,363.1315327544849,390.79835081100464
182726,147,91.51000000000047,1367,19,2,,,,,,,357.4040623012102,394.6233105659485
183692,148,21.199999999999797,966,15,2,,,,,,,704.2064639923248,395.9952130317688
185645,149,162.21000000000328,1953,33,6,,,,,,,429.9186541005381,400.5380709171295
186656,150,56.589999999999264,1011,16,2,,,,,,,305.10231548555436,403.85192108154297
187800,151,60.50999999999918,1144,16,2,,,,,,,751.3685319850631,405.3746635913849
188641,152,21.759999999999614,841,12,2,,,,,,,275.52792885878057,408.4271523952484
189679,153,38.45999999999892,1038,15,3,,,,,,,649.3654513383943,410.0258300304413
190716,154,53.06999999999991,1037,15,2,,,,,,,323.0326817190698,413.2361750602722
191997,155,84.93999999999961,1281,18,2,,,,,,,717.2288629936093,415.0223813056946
192987,156,36.63999999999938,990,15,2,,,,,,,314.0700262330053,418.17470502853394
193449,157,-17.96999999999993,462,7,1,,,,,,,720.1578917441387,418.81638646125793
194119,158,6.8200000000000145,670,10,2,,,,,,,647.8436239986167,419.85073590278625
196111,159,159.13000000000372,1992,32,3,,,,,,,427.09412378483427,424.51495695114136
196875,160,-0.13999999999996504,764,11,4,,,,,,,259.2830625428841,427.461688041687
197928,161,42.41999999999921,1053,16,3,,,,,,,691.3364331746784,428.984986782074
199066,162,54.79999999999927,1138,16,3,,,,,,,311.4136684191218,432.6394364833832
200345,163,74.84000000000043,1279,20,3,,,,,,,674.6546142626207,434.53545928001404
201071,164,17.509999999999707,726,10,3,,,,,,,248.5907330772699,437.4560806751251
202001,165,36.0799999999995,930,12,2,,,,,,,659.5185570304693,438.86637830734253
202826,166,26.419999999999654,825,13,1,,,,,,,253.27286835061892,442.1238739490509
204351,167,97.62000000000131,1525,23,6,,,,,,,553.5050355152645,444.8792061805725
205183,168,26.19999999999967,832,11,2,,,,,,,248.91836089664682,448.22184920310974
206427,169,71.71999999999915,1244,18,2,,,,,,,717.8966067689609,449.9549114704132
207582,170,63.7099999999989,1155,16,2,,,,,,,316.3141091709863,453.6064946651459
209063,171,86.49999999999908,1481,22,2,,,,,,,368.8800143709517,457.6215133666992
210065,172,27.739999999999384,1002,15,1,,,,,,,749.6385504001576,458.95831203460693
210855,173,18.229999999999848,790,11,2,,,,,,,658.7412605207744,460.157719373703
211875,174,47.219999999999104,1020,12,3,,,,,,,316.8253584103509,463.37730073928833
212540,175,5.009999999999977,665,10,2,,,,,,,713.996455631785,464.30883622169495
214273,176,131.81000000000006,1733,30,3,,,,,,,407.827415856017,468.55833983421326
214510,177,-41.65000000000005,237,3,1,,,,,,,691.1592033574462,468.901415348053
214949,178,-18.65999999999999,439,6,1,,,,,,,691.4229641262037,469.5364799499512
216337,179,91.54999999999936,1388,20,5,,,,,,,373.7826034922453,473.2500436306
217354,180,41.639999999999795,1017,15,2,,,,,,,314.38009149553756,476.48518562316895
218427,181,50.90999999999944,1073,14,2,,,,,,,784.8212147993552,477.8525106906891
219198,182,21.789999999999694,771,11,2,,,,,,,265.58713831626994,480.7556846141815
220106,183,24.859999999999395,908,13,3,,,,,,,704.4006464664998,482.0448989868164
221023,184,37.09999999999999,917,13,2,,,,,,,705.4382031704376,483.3449900150299
221948,185,29.969999999999324,925,13,4,,,,,,,301.45356528114553,486.4135961532593
223248,186,71.23999999999914,1300,19,1,,,,,,,346.6637793887393,490.1637680530548
223941,187,7.580000000000091,693,10,2,,,,,,,628.9722922666547,491.2657985687256
224566,188,2.2100000000001003,625,10,2,,,,,,,698.5841987110473,492.16061758995056
225876,189,75.2399999999993,1310,18,2,,,,,,,375.57974460481694,495.6487171649933
226510,190,8.029999999999987,634,9,1,,,,,,,762.3578309291189,496.48048639297485
227312,191,6.620000000000033,802,12,3,,,,,,,692.5310595328558,497.6387221813202
228501,192,53.859999999998834,1189,17,4,,,,,,,342.520562178438,501.1102349758148
229993,193,77.60999999999865,1492,24,4,,,,,,,381.6115216538369,505.0201201438904
231428,194,85.32999999999949,1435,20,1,,,,,,,368.24643011213334,508.9171404838562
232341,195,42.03999999999988,913,14,2,,,,,,,743.4002308202272,510.1454813480377
233476,196,60.31999999999924,1135,18,2,,,,,,,331.83633691627506,513.5660099983215
234630,197,74.68999999999944,1154,16,2,,,,,,,658.0952618953643,515.3197374343872
235571,198,38.02999999999954,941,12,2,,,,,,,298.4263939693498,518.47309923172
236230,199,-4.459999999999951,659,10,1,,,,,,,704.993364909569,519.4080078601837
236588,200,-28.80000000000011,358,6,1,,,,,,,696.7114288524748,519.9220008850098
237674,201,43.30999999999935,1086,15,1,,,,,,,329.59385798145047,523.2171127796173
238230,202,-5.909999999999904,556,8,1,,,,,,,706.4369135323769,524.0043308734894
238748,203,-10.159999999999958,518,7,1,,,,,,,747.6233311253151,524.6973810195923
239176,204,-23.319999999999965,428,7,1,,,,,,,730.0419124150818,525.2837948799133
240880,205,122.15000000000218,1704,27,3,,,,,,,382.173690871805,529.7426459789276
241842,206,44.95999999999978,962,12,4,,,,,,,241.7400382418113,533.722327709198
242746,207,28.98999999999974,904,12,6,,,,,,,599.4975924603073,535.2304079532623
243694,208,39.68999999999971,948,15,3,,,,,,,710.9940670031679,536.5639503002167
244706,209,44.839999999999286,1012,15,4,,,,,,,315.52668362058887,539.7714560031891
245902,210,55.96999999999853,1196,17,2,,,,,,,294.6879368392026,543.8301494121552
247088,211,48.68999999999888,1186,17,1,,,,,,,639.0110195785294,545.6863198280334
248513,212,63.939999999999344,1425,22,3,,,,,,,373.0777071695364,549.5060408115387
249797,213,64.25999999999846,1284,18,1,,,,,,,722.1524200715838,551.2842211723328
252183,214,186.0200000000036,2386,44,6,,,,,,,334.1112655312049,558.4256892204285
253910,215,137.06000000000273,1727,29,3,,,,,,,711.4600906135034,560.8532376289368
255349,216,99.24000000000117,1439,24,4,,,,,,,382.04782963142685,564.6199791431427
256083,217,5.6200000000001324,734,9,1,,,,,,,262.89489802958997,567.412112236023
256590,218,-16.42000000000004,507,7,1,,,,,,,752.9059660686177,568.0856623649597
257155,219,-0.6799999999999997,565,9,1,,,,,,,775.2948551013865,568.8145568370819
259153,220,127.22000000000143,1998,33,5,,,,,,,450.3147575835883,573.2516398429871
259949,221,6.669999999999682,796,12,2,,,,,,,781.0399055640215,574.270947933197
261679,222,110.41000000000084,1730,28,3,,,,,,,403.7718252061513,578.5556888580322
262064,223,-40.98000000000005,385,6,1,,,,,,,724.36616666719,579.087345123291
263055,224,46.83999999999967,991,15,3,,,,,,,311.67734576356895,582.2670800685883
264291,225,53.529999999998594,1236,18,3,,,,,,,358.8576401476227,585.7114951610565
265209,226,26.789999999999807,918,14,2,,,,,,,705.6100991112552,587.0126683712006
266672,227,85.54999999999919,1463,21,3,,,,,,,391.16200676510016,590.7529487609863
268008,228,78.87999999999901,1336,21,3,,,,,,,706.3547768781726,592.6445190906525
268473,229,-27.790000000000077,465,5,1,,,,,,,192.47496869884603,595.0606079101562
269172,230,13.229999999999919,699,11,2,,,,,,,751.3768824027507,595.9910695552826
269939,231,16.90999999999992,767,11,2,,,,,,,758.7208820982286,597.0021681785583
271277,232,71.92999999999915,1338,21,3,,,,,,,376.16909816803883,600.5592460632324
273025,233,131.97000000000332,1748,28,3,,,,,,,408.844872963065,604.8348858356476
274283,234,80.07999999999907,1258,19,2,,,,,,,762.2530367706246,606.4854004383087
275364,235,49.1799999999991,1081,18,2,,,,,,,338.1602349826085,609.6822462081909
278242,236,259.3400000000079,2878,59,7,,,,,,,490.6259937332962,615.5483739376068
279077,237,30.50999999999918,835,11,2,,,,,,,289.09544190469427,618.436853647232
280300,238,61.30999999999886,1223,17,3,,,,,,,756.0076749836886,620.0547454357147
280790,239,-16.479999999999983,490,6,1,,,,,,,200.72428805059886,622.4960429668427
281735,240,42.849999999999554,945,12,6,,,,,,,694.9025762617014,623.8560848236084
282317,241,-20.49000000000009,582,7,1,,,,,,,710.6438069153921,624.6751980781555
282905,242,-12.090000000000014,588,8,1,,,,,,,223.176096632483,627.3100612163544
283867,243,49.699999999999264,962,12,2,,,,,,,685.7762856774286,628.7130284309387
285061,244,57.96999999999927,1194,18,2,,,,,,,350.5683770178861,632.1191520690918
287428,245,212.2800000000044,2367,40,11,,,,,,,458.1968331726923,637.2852058410645
288150,246,12.669999999999838,722,11,2,,,,,,,706.7675172666658,638.3069195747375
288719,247,-3.9699999999999704,569,5,1,,,,,,,715.7193381896482,639.1020724773407
289638,248,30.499999999999353,919,10,11,,,,,,,285.7802034969651,642.3180100917816
290303,249,-2.0399999999998926,665,8,1,,,,,,,682.7468765910783,643.292177438736
291485,250,42.16999999999902,1182,18,7,,,,,,,333.2138527597342,646.8396632671356
292856,251,88.61999999999858,1371,21,4,,,,,,,690.2960909688397,648.826003074646
293802,252,40.70999999999962,946,12,2,,,,,,,254.49522144572978,652.5433230400085
294235,253,-9.249999999999794,433,6,1,,,,,,,577.1766418291339,653.293806552887
295397,254,62.3499999999994,1162,17,2,,,,,,,263.12616596739485,657.7101428508759
296040,255,3.959999999999969,643,8,1,,,,,,,567.1333597595147,658.8441023826599
297550,256,103.43999999999984,1510,24,3,,,,,,,303.64198028642477,663.81724858284
299523,257,133.20000000000226,1973,33,5,,,,,,,384.0816506573891,668.9543504714966
300899,258,80.20000000000098,1376,22,3,,,,,,,794.1574683337377,670.6871907711029
302006,259,34.77999999999919,1107,18,2,,,,,,,365.86395149607966,673.7130680084229
302615,260,-3.6699999999999093,609,7,1,,,,,,,871.7591881199472,674.4117879867554
304690,261,152.86000000000422,2075,37,4,,,,,,,508.52557582766326,678.4924280643463
305450,262,6.269999999999776,760,9,1,,,,,,,308.08812268275796,680.9593999385834
306940,263,96.71999999999987,1490,25,3,,,,,,,876.3507313962183,682.6598587036133
309438,264,227.1100000000074,2498,44,6,,,,,,,356.0685079120736,689.6755788326263
310218,265,23.849999999999696,780,13,2,,,,,,,720.6528518432773,690.7580914497375
311197,266,44.42999999999935,979,15,3,,,,,,,720.8722071673196,692.1163170337677
311587,267,-26.969999999999978,390,4,1,,,,,,,168.92561877641432,694.4251749515533
312009,268,-22.770000000000053,422,5,1,,,,,,,755.2548085723733,694.9841113090515
313222,269,70.62999999999948,1213,18,3,,,,,,,746.4255080601396,696.6093227863312
316375,270,295.2300000000114,3153,56,5,,,,,,,404.756779309434,704.3993618488312
316930,271,-25.710000000000072,555,6,1,,,,,,,748.1612759219043,705.1413481235504
318815,272,126.69999999999972,1885,32,8,,,,,,,443.4476667834422,709.3923017978668
321616,273,255.95000000000772,2801,50,6,,,,,,,342.0365323949982,717.5816628932953
322766,274,53.15999999999908,1150,16,2,,,,,,,563.7430922195628,719.6217601299286
323353,275,-13.43999999999994,587,9,1,,,,,,,538.666000387253,720.7116539478302
325497,276,169.18000000000345,2144,40,8,,,,,,,344.0105479471235,726.944216966629
327223,277,141.73000000000255,1726,29,4,,,,,,,347.01718253942954,731.9181854724884
329800,278,216.4300000000049,2577,48,5,,,,,,,328.6024510440716,739.7606763839722
331463,279,113.03999999999961,1663,25,2,,,,,,,691.1200331176682,742.1670794487
333754,280,199.57000000000602,2291,43,4,,,,,,,456.30773302944317,747.1879608631134
335727,281,155.38000000000534,1973,33,5,,,,,,,424.08599585771935,751.840484380722
337214,282,100.16000000000146,1487,26,5,,,,,,,329.83659858657853,756.348974943161
339070,283,143.59000000000202,1856,30,6,,,,,,,397.5336226352003,761.017942905426
340710,284,124.96000000000024,1640,24,1,,,,,,,389.61095536849825,765.2274262905121
342168,285,101.52000000000018,1458,24,5,,,,,,,340.34803606680185,769.5114517211914
344057,286,144.6600000000044,1889,29,2,,,,,,,646.5174450295684,772.4334497451782
345534,287,100.96000000000012,1477,21,4,,,,,,,384.188481093546,776.2780683040619
347198,288,101.49000000000099,1664,27,2,,,,,,,351.70568666096125,781.0094566345215
348643,289,85.67999999999975,1445,25,3,,,,,,,320.73125063701525,785.5149970054626
349619,290,35.63999999999931,976,13,3,,,,,,,708.652324805216,786.892463684082
350609,291,49.65999999999936,990,14,2,,,,,,,308.1801628492609,790.1050407886505
351663,292,53.67999999999923,1054,15,3,,,,,,,728.2229990365138,791.5526022911072
352610,293,40.719999999999516,947,13,5,,,,,,,300.43039600782146,794.7049012184143
354036,294,90.43999999999977,1426,21,6,,,,,,,732.0736392156277,796.6529350280762
355395,295,85.48000000000009,1359,23,7,,,,,,,368.1958998905113,800.3440473079681
357122,296,118.12000000000195,1727,32,4,,,,,,,420.3032776697686,804.4532423019409
358418,297,79.50999999999881,1296,19,2,,,,,,,351.6082140912939,808.1393382549286
359743,298,69.35999999999932,1325,22,4,,,,,,,703.9157426915637,810.0218377113342
363414,299,349.1700000000164,3671,73,8,,,,,,,404.792567078967,819.0908644199371
364956,300,101.62000000000032,1542,25,3,,,,,,,436.8984028079884,822.6204388141632
365824,301,19.42999999999911,868,13,1,,,,,,,634.0570217611314,823.9895970821381
366638,302,30.029999999999617,814,12,2,,,,,,,320.2992408595955,826.5311441421509
367552,303,41.02999999999953,914,13,6,,,,,,,872.5593474913537,827.5787925720215
369103,304,129.5700000000025,1551,25,2,,,,,,,340.1715123175694,832.1384897232056
370900,305,135.0300000000027,1797,30,4,,,,,,,385.2104632268229,836.8036954402924
372050,306,56.90999999999913,1150,17,3,,,,,,,850.1100475298172,838.1565871238708
373339,307,75.84999999999877,1289,18,1,,,,,,,406.0316698910131,841.331356048584
374689,308,70.65999999999937,1350,20,4,,,,,,,832.2112471990469,842.9537279605865
375141,309,-31.759999999999994,452,5,1,,,,,,,203.28733976914253,845.1773316860199
376877,310,130.8900000000022,1736,29,2,,,,,,,399.50357148363435,849.5229070186615
377948,311,54.20999999999908,1071,14,3,,,,,,,880.5291494359309,850.7393577098846
378367,312,-22.22999999999999,419,6,1,,,,,,,760.4410022305926,851.2905201911926
378911,313,-6.859999999999989,544,8,1,,,,,,,203.56584624484717,853.9630346298218
379521,314,-10.690000000000095,610,9,1,,,,,,,718.82361898597,854.8118388652802
380292,315,8.539999999999928,771,10,2,,,,,,,807.2482869920232,855.7670867443085
381040,316,14.129999999999725,748,10,3,,,,,,,285.029734733889,858.3915271759033
382235,317,70.99999999999963,1195,20,3,,,,,,,713.8223083940956,860.0657753944397
383447,318,48.17999999999931,1212,17,4,,,,,,,371.24345854109214,863.3306972980499
384777,319,71.62999999999985,1330,22,3,,,,,,,741.5659037502594,865.1243731975555
385521,320,15.149999999999892,744,8,1,,,,,,,298.20506926094015,867.6194367408752
386957,321,96.91000000000123,1436,22,3,,,,,,,777.8013368116247,869.465877532959
387734,322,13.019999999999932,777,11,3,,,,,,,302.8598136416983,872.0315716266632
389412,323,105.63000000000153,1678,29,4,,,,,,,447.99778790480684,875.7773871421814
390781,324,91.93000000000139,1369,21,3,,,,,,,831.5412929173331,877.4239661693573
391140,325,-26.190000000000072,359,4,1,,,,,,,895.1447064922218,877.8252065181732
392146,326,44.72999999999915,1006,15,1,,,,,,,359.84310097510973,880.6210556030273
393677,327,86.48999999999904,1531,26,4,,,,,,,434.490769570433,884.144971370697
395672,328,151.08000000000374,1995,34,6,,,,,,,443.43151411996985,888.6441843509674
398027,329,194.0500000000064,2355,40,4,,,,,,,559.5992154405096,892.8526911735535
400028,330,168.32000000000534,2001,35,4,,,,,,,427.404538376184,897.5346214771271
401810,331,127.25000000000308,1782,30,3,,,,,,,402.10381000804773,901.966498374939
403255,332,99.19000000000068,1445,23,3,,,,,,,711.8993412830415,903.9964554309845
405428,333,184.05000000000587,2173,40,4,,,,,,,425.3256721827144,909.1056594848633
