timestep,episode,episode_reward,episode_length,zombies_killed,wave,policy_loss,value_loss,entropy_loss,total_loss,clip_fraction,approx_kl,fps,elapsed_time
42003,43,-7.430000000000113,625,5,1,,,,,,,912.2148415166602,106.39775538444519
42813,44,12.179999999999744,810,9,1,,,,,,,900.369127925867,107.29756689071655
43483,45,-7.450000000000145,670,10,3,,,,,,,181.49975001819723,110.98918056488037
44217,46,8.859999999999822,734,8,1,,,,,,,896.2227169184057,111.808345079422
44535,47,-40.77000000000005,318,4,1,,,,,,,898.9496474736793,112.16233968734741
45096,48,-9.550000000000075,561,7,1,,,,,,,156.37280027656598,115.75023317337036
45954,49,17.80999999999964,858,10,3,,,,,,,915.388331390405,116.68772196769714
46948,50,22.089999999999684,994,13,2,,,,,,,925.3339050726327,117.76211333274841
48345,51,85.7600000000018,1397,19,2,,,,,,,310.24842662347766,122.26509499549866
49403,52,38.97999999999918,1058,13,2,,,,,,,254.20114524093515,126.42738509178162
50356,53,37.66999999999919,953,15,3,,,,,,,922.9420827347283,127.46014213562012
51210,54,26.499999999999602,854,12,2,,,,,,,219.2456599351775,131.3555428981781
52062,55,11.389999999999631,852,13,3,,,,,,,904.4341895163953,132.29779744148254
53171,56,44.499999999999496,1109,14,2,,,,,,,865.4957487937627,133.57932090759277
54388,57,66.22999999999875,1217,19,3,,,,,,,289.15062698128474,137.78838419914246
56348,58,130.940000000005,1960,33,5,,,,,,,379.83700457911175,142.9487292766571
58629,59,174.7500000000084,2281,38,3,,,,,,,419.2299929923898,148.38985657691956
59761,60,51.119999999998704,1132,17,3,,,,,,,268.6327748415967,152.61731100082397
61781,61,151.29000000000505,2020,34,5,,,,,,,390.80079786610855,157.7863790988922
63756,62,126.70000000000353,1975,31,4,,,,,,,385.8599224791325,162.9051170349121
65991,63,164.0700000000064,2235,38,4,,,,,,,414.7799466252754,168.29374980926514
67542,64,95.87000000000099,1551,26,3,,,,,,,905.1818581414133,170.00738310813904
70111,65,205.7000000000108,2569,45,4,,,,,,,286.51974541167345,178.9738745689392
70618,66,-15.690000000000015,507,7,1,,,,,,,874.213511609111,179.56860971450806
72193,67,98.39000000000219,1575,24,2,,,,,,,331.54794422851876,184.31921815872192
73847,68,90.84999999999869,1654,28,3,,,,,,,346.9987703899414,189.08605360984802
74704,69,21.41999999999934,857,13,2,,,,,,,897.3688287955423,190.04126048088074
75695,70,26.189999999999912,991,15,3,,,,,,,891.9301966876816,191.1525776386261
76337,71,-0.9900000000000553,642,10,3,,,,,,,174.6963618688857,194.82767009735107
77690,72,54.21999999999862,1353,20,4,,,,,,,885.6520288133382,196.3555610179901
78922,73,56.99999999999867,1232,18,2,,,,,,,282.8956099953794,200.7107071876526
80444,74,82.39999999999807,1522,25,6,,,,,,,337.3462543526848,205.2226107120514
80881,75,-23.01000000000006,437,5,1,,,,,,,891.1797829947042,205.71311807632446
81600,76,11.870000000000026,719,11,3,,,,,,,906.6946767358921,206.506281375885
82364,77,7.369999999999884,764,12,1,,,,,,,210.9500030216138,210.1281702518463
83482,78,44.77999999999895,1118,15,2,,,,,,,925.7093984765736,211.33608627319336
84440,79,33.30999999999945,958,13,2,,,,,,,245.9226963623956,215.23179459571838
85044,80,-15.21000000000003,604,8,1,,,,,,,903.7851972223164,215.90031170845032
85537,81,-32.35000000000003,493,5,1,,,,,,,907.8376808998156,216.4436116218567
86268,82,-7.04999999999994,731,12,2,,,,,,,200.36800514964523,220.09205746650696
87134,83,13.149999999999679,866,12,1,,,,,,,901.9175421972989,221.05240988731384
87832,84,4.37000000000004,698,11,3,,,,,,,920.0497896310152,221.81125450134277
88576,85,5.229999999999642,744,8,1,,,,,,,200.0612882484975,225.53031206130981
89433,86,11.919999999999852,857,11,1,,,,,,,918.1253348924398,226.46393013000488
89966,87,-12.810000000000066,533,7,1,,,,,,,892.5829032249048,227.06126642227173
90714,88,10.599999999999831,748,9,1,,,,,,,197.44652493633401,230.8498773574829
91381,89,1.709999999999937,667,8,1,,,,,,,941.2552605778477,231.55872750282288
92209,90,18.949999999999697,828,10,1,,,,,,,211.76984061118102,235.46882677078247
93046,91,10.269999999999719,837,11,2,,,,,,,912.8477064477821,236.3859236240387
93815,92,12.559999999999654,769,10,4,,,,,,,912.1079297533586,237.22924947738647
94781,93,38.61999999999978,966,12,3,,,,,,,237.82803738076382,241.29118967056274
95467,94,-6.6399999999999935,686,11,2,,,,,,,920.0058526503195,242.03703093528748
96264,95,5.199999999999989,797,10,2,,,,,,,210.86301443137904,245.81691145896912
96957,96,-5.260000000000105,693,7,1,,,,,,,918.9488498172158,246.5712399482727
97933,97,29.019999999999996,976,13,2,,,,,,,927.130039249081,247.62418580055237
98681,98,-4.740000000000066,748,10,3,,,,,,,197.64970294957593,251.40883827209473
99341,99,6.199999999999697,660,7,1,,,,,,,898.9230227685721,252.14323163032532
100283,100,30.63999999999936,942,15,2,,,,,,,924.6078741926425,253.1622588634491
101018,101,3.7199999999997146,735,9,1,,,,,,,198.12381141816198,256.87228536605835
101535,102,-9.84,517,8,1,,,,,,,933.949907206056,257.42610478401184
102369,103,14.429999999999637,834,12,4,,,,,,,924.7000149620583,258.3282082080841
103578,104,60.34999999999891,1209,15,2,,,,,,,274.4363182151756,262.7338035106659
104170,105,-1.819999999999986,592,7,1,,,,,,,898.5926193191257,263.3927593231201
104872,106,-4.8500000000000085,702,8,1,,,,,,,174.03559701262284,267.4266142845154
105417,107,-21.740000000000027,545,8,1,,,,,,,911.4391148031086,268.0247812271118
106197,108,3.2299999999998263,780,10,2,,,,,,,894.5360346947598,268.8968858718872
106878,109,-7.2299999999999685,681,8,1,,,,,,,183.25491280972116,272.6131501197815
108221,110,64.0599999999993,1343,20,2,,,,,,,895.7939410844498,274.1125762462616
109341,111,50.69999999999892,1120,15,2,,,,,,,269.54671238046365,278.26785945892334
110172,112,19.5299999999999,831,13,2,,,,,,,871.7604737940364,279.2213418483734
111134,113,33.06999999999929,962,12,2,,,,,,,242.3491069574665,283.19104623794556
111705,114,-9.13999999999996,571,7,1,,,,,,,909.8045203268834,283.8188638687134
112668,115,33.369999999999905,963,12,2,,,,,,,236.73043194896755,287.88700103759766
113726,116,34.349999999999596,1058,15,2,,,,,,,873.16805141443,289.09887051582336
114323,117,-5.7800000000000935,597,7,1,,,,,,,860.6057263286979,289.79280161857605
115126,118,15.739999999999867,803,9,1,,,,,,,211.12832685169798,293.59637451171875
116063,119,20.61999999999992,937,12,2,,,,,,,874.704646788561,294.6678292751312
116699,120,-1.8800000000000239,636,5,1,,,,,,,894.3864482337092,295.37907671928406
117626,121,29.929999999999644,927,13,2,,,,,,,242.0540371476753,299.20901823043823
118418,122,15.569999999999702,792,8,1,,,,,,,890.1190709439544,300.0989315509796
119283,123,18.209999999999894,865,12,2,,,,,,,223.97967579655645,303.96125411987305
120046,124,12.299999999999805,763,8,1,,,,,,,878.5032897337468,304.83005142211914
121103,125,43.98999999999955,1057,14,2,,,,,,,254.5010236575574,308.98349046707153
121559,126,-36.11000000000005,456,4,1,,,,,,,798.7772468659333,309.55461597442627
122059,127,-16.07000000000008,500,9,1,,,,,,,891.0067944434436,310.1159291267395
122851,128,15.399999999999842,792,10,4,,,,,,,923.9320795398097,310.9733123779297
123456,129,-4.900000000000084,605,6,1,,,,,,,169.11295459012123,314.5510537624359
124128,130,2.5899999999998613,672,8,1,,,,,,,898.2469537350148,315.2993395328522
124680,131,-10.800000000000047,552,5,1,,,,,,,905.6140726656416,315.9090826511383
125042,132,-31.240000000000006,362,2,1,,,,,,,107.83945016682273,319.266122341156
125621,133,-8.030000000000094,579,8,1,,,,,,,805.0356757968057,319.9855544567108
126312,134,4.089999999999904,691,7,1,,,,,,,914.9539878162467,320.74094414711
126948,135,-1.8200000000000358,636,7,1,,,,,,,906.9012055401813,321.44240975379944
127804,136,26.839999999999492,856,12,2,,,,,,,221.55528527017492,325.3062438964844
128416,137,-4.4300000000000885,612,10,1,,,,,,,889.7168401273998,325.99431848526
129268,138,21.879999999999868,852,12,2,,,,,,,222.32911542981716,329.8266668319702
129984,139,12.249999999999844,716,7,1,,,,,,,895.5084641951277,330.6263771057129
130692,140,1.5599999999998815,708,9,1,,,,,,,904.1407864065609,331.40972995758057
131192,141,-16.060000000000116,500,7,1,,,,,,,144.49965779421308,334.87014508247375
132632,142,90.86000000000163,1440,20,4,,,,,,,903.6148437172728,336.4639389514923
133888,143,50.18999999999955,1256,17,2,,,,,,,291.4207497624206,340.7740001678467
134601,144,2.089999999999847,713,10,1,,,,,,,904.8109881751313,341.562255859375
135197,145,4.199999999999918,596,9,1,,,,,,,163.27497544152993,345.2128837108612
136008,146,16.919999999999803,811,10,6,,,,,,,877.4205668804858,346.13737535476685
136401,147,-28.100000000000076,393,5,1,,,,,,,850.6499862986623,346.5996096134186
137301,148,22.139999999999667,900,12,3,,,,,,,224.16336314024016,350.6147153377533
138410,149,39.51999999999919,1109,13,2,,,,,,,911.082801988857,351.8321831226349
138709,150,-37.98000000000005,299,4,1,,,,,,,863.9321693424221,352.17849683761597
139266,151,-25.390000000000022,557,8,1,,,,,,,158.16866952403242,355.7001898288727
139870,152,-10.290000000000042,604,7,1,,,,,,,905.6811775544502,356.36725306510925
140562,153,-5.860000000000049,692,11,2,,,,,,,900.2327357542523,357.13619589805603
141385,154,18.979999999999684,823,11,2,,,,,,,201.58047268553074,361.219176530838
141975,155,-16.30000000000011,590,9,1,,,,,,,910.7635776915422,361.8672046661377
142592,156,-13.890000000000132,617,6,1,,,,,,,928.8602861288969,362.5316512584686
143266,157,12.829999999999742,674,9,1,,,,,,,898.9435743724717,363.28157329559326
143673,158,-26.050000000000065,407,5,1,,,,,,,117.58408361061046,366.7431161403656
144249,159,-7.920000000000066,576,6,1,,,,,,,903.2064168683933,367.38116788864136
145122,160,24.569999999999503,873,13,2,,,,,,,912.7771370681068,368.33773827552795
146079,161,33.01999999999942,957,13,2,,,,,,,241.20810671461246,372.30551385879517
146507,162,-23.750000000000135,428,4,1,,,,,,,891.1766152544737,372.7860026359558
147139,163,-1.7400000000001228,632,8,1,,,,,,,902.1838265824973,373.4866759777069
147471,164,-34.29000000000009,332,3,1,,,,,,,102.66418131240772,376.72064876556396
147648,165,-51.24000000000003,177,2,1,,,,,,,841.0780146986349,376.9313578605652
148125,166,-18.86000000000011,477,5,1,,,,,,,896.8222127988424,377.4634301662445
148876,167,11.219999999999757,751,11,2,,,,,,,881.3757366664148,378.3157148361206
149276,168,-26.940000000000047,400,3,1,,,,,,,870.1166969287252,378.77564430236816
149920,169,-10.79000000000017,644,8,1,,,,,,,170.82838592885474,382.5457148551941
150192,170,-40.61000000000005,272,2,1,,,,,,,908.637477081976,382.84523582458496
151032,171,15.349999999999675,840,11,4,,,,,,,902.8750725869237,383.775847196579
151526,172,-16.680000000000092,494,7,1,,,,,,,893.2037501013051,384.3290650844574
152392,173,13.479999999999812,866,11,2,,,,,,,222.03707844178606,388.22952151298523
153307,174,29.08999999999942,915,12,2,,,,,,,910.8603809875525,389.2343521118164
154589,175,73.44999999999999,1282,19,2,,,,,,,286.3650191329044,393.711452960968
155175,176,-6.960000000000051,586,7,1,,,,,,,904.3748899364069,394.3596222400665
155624,177,-31.800000000000043,449,7,1,,,,,,,907.8903961132061,394.85435152053833
156014,178,-28.320000000000025,390,5,1,,,,,,,113.57009330740678,398.28861689567566
156916,179,31.94999999999977,902,13,3,,,,,,,905.1672081821636,399.2853283882141
157616,180,-4.740000000000094,700,9,1,,,,,,,917.7081900722911,400.04837465286255
158605,181,21.389999999999404,989,13,2,,,,,,,222.25716746549406,404.4984087944031
159117,182,-14.500000000000114,512,7,1,,,,,,,870.5590097564159,405.0869085788727
159796,183,2.9999999999998437,679,10,3,,,,,,,170.61664860212045,409.06674456596375
160373,184,-3.020000000000067,577,7,1,,,,,,,805.0736584591812,409.7836232185364
161294,185,34.57999999999938,921,12,2,,,,,,,865.0638759757278,410.84842228889465
