timestep,episode,episode_reward,episode_length,zombies_killed,wave,has_machinegun,mg_ammo,weapon,policy_loss,value_loss,entropy_loss,total_loss,clip_fraction,approx_kl,fps,elapsed_time
2186,1,2163.3445691888596,2186,40,5,False,0,pistol,,,,,,,35.29844178071875,61.92908048629761
2397,2,-64.69536904555693,211,2,1,False,0,pistol,,,,,,,60.02424197701413,65.50485467910767
2809,3,-56.44487453420102,412,5,1,False,0,pistol,,,,,,,61.7378794735093,72.17832112312317
3371,4,86.06866081174897,562,6,1,True,69,machinegun,,,,,,,61.385159669461636,81.33373761177063
3568,5,-35.655419986967054,197,2,1,False,0,pistol,,,,,,,61.99509563128835,84.51151299476624
3962,6,-110.41128607202995,394,4,1,False,0,pistol,,,,,,,61.01817250002862,90.9687135219574
4689,7,-53.19872626217044,727,8,1,False,0,pistol,,,,,,,17.520764870587822,132.4624364376068
5282,8,-59.13102812709543,593,7,1,False,0,pistol,,,,,,,62.15971930809494,142.0024881362915
5579,9,-66.87304560408077,297,2,1,False,0,pistol,,,,,,,61.84502218154742,146.80491089820862
5758,10,-74.30478457646038,179,1,1,False,0,pistol,,,,,,,61.6676521318155,149.7076780796051
6126,11,-72.88274078997654,368,4,1,False,0,pistol,,,,,,,61.10437606788883,155.73026990890503
9303,12,1786.403580837502,3177,55,4,False,0,pistol,,,,,,,26.54621780004745,275.4084618091583
10500,13,386.17196320424046,1197,16,1,False,0,pistol,,,,,,,23.754504697107585,325.7990152835846
10648,14,-102.12885834678852,148,0,1,False,0,pistol,,,,,,,61.184124142988374,328.2180621623993
10854,15,-113.11918966589312,206,0,1,False,0,pistol,,,,,,,61.36371861198693,331.5752046108246
11147,16,-161.6096894778688,293,0,1,False,0,pistol,,,,,,,60.89644555904239,336.3868057727814
11400,17,-126.28463134745098,253,0,1,False,0,pistol,,,,,,,61.71867049858368,340.4861590862274
11513,18,-103.5033704983494,113,0,1,False,0,pistol,,,,,,,61.78903983113612,342.3151180744171
11736,19,-141.59303715456443,223,0,1,False,0,pistol,,,,,,,61.944532236323745,345.9152226448059
11911,20,-105.15086343047975,175,0,1,False,0,pistol,,,,,,,61.90714676939722,348.74213671684265
12209,21,-166.97300953763474,298,0,1,False,0,pistol,,,,,,,61.81643460122622,353.56295442581177
12450,22,-102.31467515304273,241,2,1,True,42,machinegun,,,,,,,5.924238534636573,394.2433834075928
16557,23,2464.780363190435,4107,81,9,False,0,pistol,,,,,,,33.36314050620414,517.3434281349182
18010,24,997.3253216406109,1453,27,2,False,0,pistol,,,,,,,60.64931356465787,541.4615652561188
19987,25,1305.0064818865803,1977,35,4,False,0,pistol,,,,,,,32.46715509364984,602.3539707660675
23595,26,2904.327202263393,3608,76,8,False,0,pistol,,,,,,,30.23498205785473,721.686027765274
26885,27,2428.1171086274285,3290,67,7,False,0,pistol,,,,,,,29.16411936655983,834.742621421814
28289,28,845.123379278943,1404,23,3,False,0,pistol,,,,,,,61.52204209872095,857.563793182373
31799,29,3401.1632944059024,3510,72,8,False,0,pistol,,,,,,,30.317739311422482,973.3376860618591
34286,30,1974.2646126739817,2487,43,5,False,0,pistol,,,,,,,35.66650191239246,1043.3071649074554
37127,31,1526.6773661942336,2841,53,6,False,0,pistol,,,,,,,25.546428503643902,1154.516533613205
40317,32,2059.835260296912,3190,60,7,False,0,pistol,,,,,,,39.29241841231501,1235.7027697563171
45113,33,3779.9799026155597,4796,92,10,False,0,pistol,,,,,,,28.984763223159334,1401.1691179275513
48534,34,2048.202333871471,3421,72,7,False,0,pistol,,,,,,,40.08218770455096,1486.7695894241333
48916,35,142.46313865065065,382,7,1,True,45,machinegun,,,,,,,61.56122667830198,1492.974869966507
50974,36,737.5753915128032,2058,35,4,False,0,pistol,,,,,,,32.67452439553109,1555.9598214626312
51611,37,305.18722426252236,637,9,1,False,0,pistol,,,,,,,16.64191021607244,1594.236751317978
52960,38,605.5953993412546,1349,23,3,False,0,pistol,,,,,,,60.91535747898364,1616.3823585510254
56073,39,2019.1444696675699,3113,55,6,False,0,pistol,,,,,,,28.351503834013368,1726.182610988617
57982,40,1071.6436159871162,1909,33,4,False,0,pistol,,,,,,,30.33347806681265,1789.116531610489
61440,41,3181.270848348243,3458,66,7,False,0,pistol,,,,,,,39.01109032125541,1877.7580778598785
62354,42,632.4240880356291,914,16,2,False,0,pistol,,,,,,,20.51606569837453,1922.3086211681366
63265,43,570.3344998988664,911,15,2,False,0,pistol,,,,,,,61.40001539093596,1937.1458599567413
65807,44,2059.1775301610055,2542,44,3,True,26,machinegun,,,,,,,25.63099785432673,2036.322743177414
66075,45,-173.13343534072595,268,0,1,False,0,pistol,,,,,,,61.437329220580686,2040.6849899291992
66275,46,-146.4581303005272,200,0,1,False,0,pistol,,,,,,,61.92162049861598,2043.9149680137634
66549,47,-151.55126477391207,274,0,1,False,0,pistol,,,,,,,61.402031871864985,2048.377445459366
66747,48,-137.39283943760103,198,0,1,False,0,pistol,,,,,,,61.08635641849696,2051.618859052658
67007,49,-162.9317889208834,260,0,1,False,0,pistol,,,,,,,61.88608936229328,2055.8202126026154
67280,50,-177.5524253877898,273,0,1,False,0,pistol,,,,,,,61.610529143164115,2060.251366853714
67581,51,-194.0351627197027,301,0,1,False,0,pistol,,,,,,,61.303276691692446,2065.1614620685577
70874,52,1897.071469881975,3293,62,7,False,0,pistol,,,,,,,28.781795181846487,2179.574166536331
72211,53,480.6265363062406,1337,23,3,False,0,pistol,,,,,,,26.1797447586853,2230.6442890167236
74983,54,2202.4587093660157,2772,47,5,False,0,pistol,,,,,,,38.03169265773016,2303.530952692032
76769,55,1209.5708881431708,1786,32,4,False,0,pistol,,,,,,,31.39893656530997,2360.4119350910187
79515,56,2163.618785748034,2746,53,3,True,8,machinegun,,,,,,,37.11778941876952,2434.3927302360535
81900,57,1807.9718174471877,2385,44,5,False,0,pistol,,,,,,,36.45077453716561,2499.823514699936
83850,58,1383.1656245389902,1950,35,4,False,0,pistol,,,,,,,32.29918585792236,2560.1966626644135
88597,59,3926.353404464534,4747,118,12,True,138,machinegun,,,,,,,29.755744748976706,2719.7289798259735
92387,60,3212.875045575393,3790,76,8,False,0,pistol,,,,,,,32.318169939913695,2837.233791589737
94362,61,1509.8639205784457,1975,34,4,False,0,pistol,,,,,,,31.724859877040558,2899.487980365753
96397,62,1758.4857753005515,2035,37,4,False,0,pistol,,,,,,,31.70623454919764,2963.671019554138
97526,63,746.0960063591277,1129,19,1,False,0,pistol,,,,,,,60.12792060188143,2982.447748184204
99493,64,1733.0790254401327,1967,38,4,False,0,pistol,,,,,,,30.840571002935732,3046.227483034134
103160,65,3500.790863409554,3667,70,8,False,0,pistol,,,,,,,33.31056393526182,3156.312767267227
104183,66,779.0912910034237,1023,18,2,False,0,pistol,,,,,,,61.59901901494785,3172.9202709198
107665,67,3692.0123248454192,3482,65,7,False,0,pistol,,,,,,,29.780401990182707,3289.842891216278
110999,68,2917.664033726425,3334,61,7,False,0,pistol,,,,,,,31.10867305133271,3397.0156586170197
114513,69,2891.6473118968784,3514,74,7,False,0,pistol,,,,,,,42.83751149925292,3479.0466668605804
115930,70,823.387448034599,1417,23,1,False,0,pistol,,,,,,,26.985898289314463,3531.5556514263153
116672,71,410.3960191292067,742,14,2,False,0,pistol,,,,,,,61.67764557371835,3543.5860171318054
119291,72,2153.2071623790516,2619,50,6,False,0,pistol,,,,,,,26.906385173887312,3640.9235894680023
122351,73,2041.0780386796064,3060,56,6,False,0,pistol,,,,,,,39.60074277251446,3718.194977760315
124795,74,1726.9904500498424,2444,45,5,True,49,machinegun,,,,,,,36.19601824056511,3785.716298341751
128667,75,3639.240813911283,3872,85,9,False,0,pistol,,,,,,,32.90578567420247,3903.3856751918793
132816,76,3908.281901157559,4149,78,8,False,0,pistol,,,,,,,31.22650601651665,4036.253690481186
136917,77,5560.715731651549,4101,81,9,False,0,pistol,,,,,,,31.772110176753593,4165.329262495041
139523,78,2656.8185707447806,2606,49,5,False,0,pistol,,,,,,,25.06707379221412,4269.531390428543
141374,79,2076.261559201613,1851,34,3,False,0,pistol,,,,,,,31.857520042637127,4327.633972167969
142551,80,1228.9850066080528,1177,20,3,False,0,pistol,,,,,,,62.04052522670787,4346.60551571846
144141,81,1842.3307741880344,1590,28,3,False,0,pistol,,,,,,,30.884717402088327,4398.087384223938
145484,82,1839.8329686087595,1343,25,2,False,0,pistol,,,,,,,27.913475647891463,4446.200434207916
146911,83,1458.8942374662474,1427,25,3,False,0,pistol,,,,,,,61.66878422262465,4469.340332984924
149452,84,3541.1344603415064,2541,44,4,False,0,pistol,,,,,,,37.725002029832766,4536.696281194687
150586,85,717.0976682222436,1134,18,2,False,0,pistol,,,,,,,25.46412095237684,4581.229616165161
154756,86,4777.07103575291,4170,81,9,False,0,pistol,,,,,,,35.480252599917144,4698.759881496429
158317,87,2943.53314244291,3561,66,7,False,0,pistol,,,,,,,33.04649053215079,4806.517246723175
161247,88,3083.4173912718143,2930,62,7,False,0,pistol,,,,,,,40.16965095155621,4879.45796751976
162744,89,1076.1389694155598,1497,26,3,False,0,pistol,,,,,,,30.26571194563642,4928.919980764389
163123,90,126.68846140696238,379,6,1,False,0,pistol,,,,,,,62.01758849049569,4935.031249523163
164956,91,1265.9907522059996,1833,32,4,False,0,pistol,,,,,,,33.56419927354397,4989.643084287643
165651,92,588.4049535655824,695,13,2,False,0,pistol,,,,,,,62.05087916974673,5000.8436489105225
167005,93,671.3119133855081,1354,23,1,False,0,pistol,,,,,,,28.729675243274094,5047.972713708878
169969,94,2707.4087629392,2964,58,6,False,0,pistol,,,,,,,40.86104195267519,5120.5113360881805
172768,95,3437.3640695279764,2799,56,6,False,0,pistol,,,,,,,29.3441075745101,5215.896836042404
175919,96,2810.2114120407314,3151,61,7,False,0,pistol,,,,,,,41.68562300958374,5291.486537694931
179355,97,3466.0799021178623,3436,74,8,False,0,pistol,,,,,,,32.58024188125372,5396.949313163757
183302,98,3412.4278819914753,3947,73,8,False,0,pistol,,,,,,,34.46925493362527,5511.457233905792
184474,99,895.8131464042499,1172,21,3,False,0,pistol,,,,,,,26.767037258642024,5555.242511034012
185802,100,1111.0661621399681,1328,23,3,False,0,pistol,,,,,,,61.724929347849276,5576.757417917252
187978,101,2282.7424846052522,2176,40,5,False,0,pistol,,,,,,,36.04528752659399,5637.126018047333
190305,102,1907.0441236845274,2327,45,4,False,0,pistol,,,,,,,37.19174318410872,5699.6937687397
193859,103,3518.2480288637385,3554,71,8,False,0,pistol,,,,,,,33.129351656607994,5806.9703233242035
194517,104,508.0972807584838,658,11,2,False,0,pistol,,,,,,,62.07842819789369,5817.569907665253
197887,105,3048.354991412969,3370,70,8,False,0,pistol,,,,,,,32.283154114774554,5921.9587960243225
200110,106,1750.0407736101379,2223,41,5,False,0,pistol,,,,,,,36.371287034976596,5983.07851266861
