timestep,episode,episode_reward,episode_length,zombies_killed,wave,has_machinegun,mg_ammo,weapon,policy_loss,value_loss,entropy_loss,total_loss,clip_fraction,approx_kl,fps,elapsed_time
2236,1,1643.0454999999954,2236,40,5,False,0,pistol,,,,,,,23.146909688282445,96.60036945343018
2415,2,-362.04999999999995,179,0,1,False,0,pistol,,,,,,,62.15359341664682,99.53388357162476
2774,3,-601.0800000000002,359,1,1,False,0,pistol,,,,,,,62.145143403014764,105.31077647209167
2886,4,-231.58250000000015,112,0,1,False,0,pistol,,,,,,,61.82226544661575,107.12251615524292
3212,5,-682.6525000000004,326,2,1,False,0,pistol,,,,,,,62.027205645663216,112.37836790084839
3536,6,-648.3724999999991,324,2,1,False,0,pistol,,,,,,,61.07810812247833,117.68314170837402
3878,7,-587.2325000000001,342,2,1,False,0,pistol,,,,,,,61.99567800670198,123.19974327087402
4157,8,-563.4774999999997,279,0,1,False,0,pistol,,,,,,,4.138856964519197,190.60974955558777
4313,9,-312.9150000000001,156,0,1,False,0,pistol,,,,,,,61.90088538574278,193.13000059127808
4508,10,-411.975,195,0,1,False,0,pistol,,,,,,,61.86549256590777,196.28207564353943
4705,11,-395.6574999999999,197,0,1,False,0,pistol,,,,,,,61.832679569136744,199.46818232536316
4906,12,-392.0525,201,0,1,False,0,pistol,,,,,,,61.87975047428866,202.71649932861328
5109,13,-426.46500000000003,203,0,1,False,0,pistol,,,,,,,61.89633630157336,205.99625658988953
5306,14,-430.2575000000001,197,0,1,False,0,pistol,,,,,,,61.869751066987874,209.18045234680176
5510,15,-421.3749999999999,204,0,1,False,0,pistol,,,,,,,61.85420160841249,212.47862148284912
5700,16,-405.76250000000005,190,0,1,False,0,pistol,,,,,,,62.01560464295014,215.5424509048462
5886,17,-372.77750000000003,186,0,1,False,0,pistol,,,,,,,61.91958222288399,218.54645800590515
6088,18,-437.7575000000001,202,0,1,False,0,pistol,,,,,,,62.00313539591509,221.80443692207336
6275,19,-388.145,187,0,1,False,0,pistol,,,,,,,2.569803382604145,294.5727343559265
6518,20,-460.21499999999986,243,0,1,False,0,pistol,,,,,,,58.92473696168853,298.6967189311981
6737,21,-406.5250000000001,219,0,1,False,0,pistol,,,,,,,61.72259522441615,302.2449345588684
6946,22,-443.1624999999999,209,0,1,False,0,pistol,,,,,,,61.30307663829222,305.65431475639343
7137,23,-368.54,191,0,1,False,0,pistol,,,,,,,61.95886877849052,308.73709321022034
7352,24,-495.84999999999997,215,0,1,False,0,pistol,,,,,,,61.997676364249116,312.2050530910492
7548,25,-450.26500000000004,196,0,1,False,0,pistol,,,,,,,61.91678055836027,315.3706781864166
7767,26,-479.12500000000006,219,0,1,False,0,pistol,,,,,,,61.41937268098304,318.93641471862793
7972,27,-371.2875000000001,205,0,1,False,0,pistol,,,,,,,60.234918560869694,322.33984541893005
8146,28,-357.1625000000001,174,0,1,False,0,pistol,,,,,,,61.999437611299015,325.14643573760986
8346,29,-417.15000000000003,200,0,1,False,0,pistol,,,,,,,2.199259967528188,416.0862007141113
8521,30,-358.40000000000003,175,0,1,False,0,pistol,,,,,,,59.88055431530107,419.00880098342896
8704,31,-373.99,183,0,1,False,0,pistol,,,,,,,61.56753796707302,421.9813256263733
8899,32,-416.4750000000001,195,0,1,False,0,pistol,,,,,,,61.373803705408484,425.1586766242981
9083,33,-388.45000000000005,184,0,1,False,0,pistol,,,,,,,59.5969899097356,428.2462863922119
9248,34,-338.2375000000001,165,0,1,False,0,pistol,,,,,,,61.62345341471552,430.9239504337311
9427,35,-371.77500000000003,179,0,1,False,0,pistol,,,,,,,61.604532728343756,433.82968854904175
9604,36,-360.88250000000005,177,0,1,False,0,pistol,,,,,,,56.6139243880058,436.95626068115234
9789,37,-356.51249999999993,185,0,1,False,0,pistol,,,,,,,59.7490473948265,440.05269861221313
9999,38,-393.88749999999993,210,0,1,False,0,pistol,,,,,,,61.850540729927296,443.4481282234192
10179,39,-361.82500000000005,180,0,1,False,0,pistol,,,,,,,61.54238533393405,446.3730731010437
10351,40,-351.6950000000001,172,0,1,False,0,pistol,,,,,,,1.9921227320086492,532.7132332324982
10516,41,-339.4375000000001,165,0,1,False,0,pistol,,,,,,,61.96717762162173,535.376017332077
10718,42,-437.75750000000005,202,0,1,False,0,pistol,,,,,,,59.72614480771657,538.7582049369812
10935,43,-451.03249999999997,217,0,1,False,0,pistol,,,,,,,61.99991130841545,542.2582986354828
11135,44,-434.5500000000001,200,0,1,False,0,pistol,,,,,,,61.868968249683526,545.4910290241241
11330,45,-412.57500000000005,195,0,1,False,0,pistol,,,,,,,61.9771038619236,548.6375172138214
11546,46,-431.49,216,0,1,False,0,pistol,,,,,,,61.979712252629554,552.1226160526276
11746,47,-409.74999999999994,200,0,1,False,0,pistol,,,,,,,62.00629642050468,555.3481929302216
11950,48,-433.37500000000006,204,0,1,False,0,pistol,,,,,,,59.28552311987636,558.7892506122589
12139,49,-396.38750000000005,189,0,1,False,0,pistol,,,,,,,61.78455000168349,561.848356962204
