timestep,episode,episode_reward,episode_length,zombies_killed,wave,has_machinegun,mg_ammo,weapon,curriculum_stage,kill_streak,policy_loss,value_loss,entropy_loss,total_loss,clip_fraction,approx_kl,fps,elapsed_time
826767,567,85.20128184279952,481,7,1,False,0,pistol,4,4,,,,,,,900.1515782522661,1552.3099892139435
827018,568,-20.59500000000007,251,2,1,False,0,pistol,4,1,,,,,,,889.0529764860473,1552.5926699638367
829119,569,1656.3223056718869,2101,35,4,False,0,pistol,4,3,,,,,,,540.4188002639224,1556.4807350635529
830654,570,512.824999999997,1535,25,3,False,0,pistol,4,2,,,,,,,470.9208212362049,1559.7407341003418
832551,571,1471.9378154163926,1897,32,4,False,0,pistol,4,1,,,,,,,523.0878209064338,1563.3675649166107
832948,572,90.51500000000026,397,5,1,True,50,pistol,4,3,,,,,,,891.327430899775,1563.8133611679077
833215,573,-13.42500000000005,267,3,1,False,0,pistol,4,1,,,,,,,882.5840815091294,1564.116266965866
836028,574,2856.88878850365,2813,52,6,False,0,pistol,4,3,,,,,,,449.0880263870272,1570.3804349899292
836486,575,72.97057439729784,458,6,1,False,0,pistol,4,1,,,,,,,868.4656172395506,1570.908284187317
837493,576,1135.6097626114656,1007,16,2,False,0,pistol,4,1,,,,,,,890.5689864206948,1572.0394282341003
838657,577,1497.8583449887087,1164,20,3,True,42,machinegun,4,2,,,,,,,413.7106371879705,1574.8533728122711
839797,578,360.13057505189937,1140,17,2,False,0,pistol,4,1,,,,,,,407.9294030145016,1577.6483669281006
840612,579,377.8108460688751,815,14,2,True,45,machinegun,4,3,,,,,,,913.8371583226935,1578.54065990448
842759,580,1488.5017595920885,2147,37,4,False,0,pistol,4,4,,,,,,,546.0987570409322,1582.4725799560547
843166,581,15.609999999999935,407,5,1,False,0,pistol,4,1,,,,,,,904.001313307512,1582.9231970310211
844631,582,494.46138884578585,1465,23,3,False,0,pistol,4,3,,,,,,,444.21624112412314,1586.221487045288
847681,583,2037.4661026960164,3050,52,6,False,0,pistol,4,5,,,,,,,618.9523776945571,1591.149575471878
850215,584,2736.58544573126,2534,47,5,True,50,machinegun,4,2,,,,,,,421.98239431656793,1597.1549286842346
853080,585,3060.6783200401724,2865,53,6,True,10,machinegun,4,1,,,,,,,593.4952419353723,1601.9826791286469
853544,586,80.06500000000038,464,6,1,False,0,pistol,4,2,,,,,,,875.3823555870616,1602.5131602287292
854052,587,104.86814934787455,508,7,1,False,0,pistol,4,1,,,,,,,242.6570947973574,1604.6070518493652
855180,588,374.57000000000244,1128,17,2,False,0,pistol,4,3,,,,,,,872.1804113420187,1605.9006805419922
855481,589,4.609999999999907,301,2,1,False,0,pistol,4,1,,,,,,,882.1820956554915,1606.24218916893
856342,590,261.3038563282745,861,14,2,False,0,pistol,4,2,,,,,,,350.2305400847778,1608.7008547782898
857801,591,2165.419277593758,1459,23,3,False,0,pistol,4,1,,,,,,,892.8100236497675,1610.335434436798
858082,592,26.735000000000063,281,3,1,False,0,pistol,4,2,,,,,,,897.9367284185762,1610.6487348079681
861449,593,5308.508846270204,3367,71,7,True,81,machinegun,4,6,,,,,,,496.8188741209765,1617.4262368679047
861712,594,-4.515000000000089,263,3,1,False,0,pistol,4,2,,,,,,,867.4292355611544,1617.729831457138
862101,595,135.55850096239737,389,4,1,False,0,pistol,4,1,,,,,,,907.1654619938706,1618.1589796543121
862549,596,224.18127790675553,448,6,1,True,38,machinegun,4,1,,,,,,,215.27747994098408,1620.2404201030731
864040,597,1311.5088147575873,1491,25,3,False,0,pistol,4,4,,,,,,,895.5647655097197,1621.905698299408
864461,598,98.2600000000007,421,4,1,False,0,pistol,4,2,,,,,,,215.33913180061995,1623.8610389232635
864870,599,45.640000000000306,409,4,1,False,0,pistol,4,1,,,,,,,895.8654408251191,1624.317970752716
865383,600,101.40130067507428,513,6,1,False,0,pistol,4,2,,,,,,,891.0565661275768,1624.8940498828888
865804,601,69.047795849257,421,5,1,False,0,pistol,4,2,,,,,,,880.7704083821236,1625.3722808361053
868033,602,1730.8505701068452,2229,33,4,True,50,pistol,4,1,,,,,,,564.6154154062508,1629.3204851150513
869994,603,1826.5185240961066,1961,34,3,True,46,machinegun,4,7,,,,,,,515.2572044282514,1633.1267890930176
871280,604,558.6376707962736,1286,21,3,False,0,pistol,4,1,,,,,,,432.91235448462334,1636.0976667404175
871572,605,-6.114999999999942,292,3,1,False,0,pistol,4,1,,,,,,,892.1333840319693,1636.4252724647522
874934,606,5085.5642206594675,3362,68,7,True,114,machinegun,4,6,,,,,,,499.0731528250204,1643.1621353626251
875585,607,200.37954196590152,651,10,1,False,0,pistol,4,2,,,,,,,879.8765636343892,1643.9023776054382
877018,608,1322.874548746291,1433,24,3,False,0,pistol,4,4,,,,,,,453.2640122663466,1647.0642676353455
878012,609,877.5241502161551,994,17,2,True,14,machinegun,4,1,,,,,,,908.9424581532968,1648.1582720279694
879223,610,399.3449999999967,1211,18,2,False,0,pistol,4,2,,,,,,,423.01696206274084,1651.0214405059814
880280,611,422.00904045950625,1057,16,2,False,0,pistol,4,1,,,,,,,903.463297829632,1652.1917867660522
881795,612,1497.1161738945204,1515,23,3,True,38,machinegun,4,1,,,,,,,456.18395158902706,1655.5131061077118
883467,613,1435.4388832173172,1672,27,3,False,0,pistol,4,2,,,,,,,497.19129731855105,1658.8762407302856
885426,614,1553.0162982599177,1959,33,4,False,0,pistol,4,1,,,,,,,537.9712887446088,1662.5181953907013
886046,615,118.78073444122681,620,9,1,False,0,pistol,4,1,,,,,,,881.4499001259908,1663.2219715118408
887166,616,430.76601000378923,1120,18,2,False,0,pistol,4,2,,,,,,,396.974374831042,1666.043729543686
888543,617,481.67557518778005,1377,23,3,False,0,pistol,4,1,,,,,,,906.0020668974514,1667.563933134079
889167,618,121.63274747838183,624,9,1,False,0,pistol,4,2,,,,,,,285.44004146071813,1669.750278711319
890265,619,323.9432909478466,1098,17,2,False,0,pistol,4,1,,,,,,,876.680876904401,1671.0031170845032
892185,620,728.4317859430689,1920,32,3,False,0,pistol,4,4,,,,,,,547.2032772413073,1674.5121805667877
893775,621,1207.6150000000052,1590,24,3,False,0,pistol,4,1,,,,,,,487.70473845486896,1677.772782087326
894865,622,1212.8018548379628,1090,19,2,True,6,machinegun,4,1,,,,,,,918.7342030089316,1678.959490776062
896089,623,328.57067228710196,1224,18,2,False,0,pistol,4,1,,,,,,,421.2504497372471,1681.8654444217682
897990,624,1515.883450818893,1901,30,3,False,0,pistol,4,1,,,,,,,516.8359514880071,1685.544041633606
899680,625,612.5949999999964,1690,26,3,False,0,pistol,4,2,,,,,,,486.34022480248274,1689.0192148685455
901621,626,1449.1750000000009,1941,31,4,False,0,pistol,4,1,,,,,,,513.2765519925887,1692.801174402237
903552,627,809.8429076995568,1931,30,4,False,0,pistol,4,2,,,,,,,522.9263199026151,1696.4941987991333
904430,628,182.89269515631992,878,12,1,False,0,pistol,4,3,,,,,,,925.8297454256566,1697.44296169281
905591,629,1182.5939604370942,1161,19,2,False,0,pistol,4,1,,,,,,,419.1117162591614,1700.2134857177734
908221,630,2008.7044019651062,2630,48,5,False,0,pistol,4,1,,,,,,,573.1920719534305,1704.8022742271423
908513,631,18.55877135789924,292,4,1,False,0,pistol,4,1,,,,,,,897.4672559225418,1705.1280813217163
911890,632,2134.4399964575136,3377,57,6,False,0,pistol,4,2,,,,,,,489.02255208803024,1712.0339982509613
912732,633,655.4200000000018,842,12,2,True,23,machinegun,4,1,,,,,,,854.3821432494065,1713.020007133484
913983,634,1100.449443668599,1251,20,2,True,62,pistol,4,4,,,,,,,409.61368550920184,1716.07448554039
915919,635,2993.4609638057977,1936,30,4,True,24,pistol,4,1,,,,,,,530.4977487970141,1719.7241215705872
916806,636,308.0099999999996,887,13,2,False,0,pistol,4,1,,,,,,,926.2326264830474,1720.6820561885834
917812,637,194.40000000000038,1006,15,2,False,0,pistol,4,1,,,,,,,382.48549490777134,1723.3125915527344
919741,638,968.9290815052891,1929,33,4,False,0,pistol,4,1,,,,,,,519.0737174905787,1727.0291895866394
921527,639,690.9964034240156,1786,30,4,False,0,pistol,4,1,,,,,,,908.4663084638897,1728.9955236911774
922548,640,351.9136918318079,1021,15,2,False,0,pistol,4,1,,,,,,,376.9512769508735,1731.7044427394867
923873,641,418.97500000000133,1325,20,3,False,0,pistol,4,1,,,,,,,440.949256168026,1734.7097101211548
925384,642,1360.9350000000184,1511,24,2,False,0,pistol,4,1,,,,,,,888.1767711315339,1736.4113306999207
927404,643,2458.6675373197895,2020,34,4,False,0,pistol,4,1,,,,,,,532.7138787199692,1740.2036130428314
928651,644,274.3600000000003,1247,16,1,False,0,pistol,4,1,,,,,,,432.85591028689436,1743.0848414897919
929524,645,228.58499999999935,873,13,2,False,0,pistol,4,1,,,,,,,896.0696646371307,1744.059545993805
930737,646,303.585,1213,19,2,False,0,pistol,4,1,,,,,,,416.5447715009074,1746.9719519615173
932116,647,377.51681240957424,1379,22,3,False,0,pistol,4,1,,,,,,,448.26387678144727,1750.0487225055695
933570,648,1214.1083751216438,1454,21,3,False,0,pistol,4,2,,,,,,,866.7968148136041,1751.7265145778656
934748,649,366.8796959001118,1178,18,2,False,0,pistol,4,1,,,,,,,413.16751007896937,1754.5778856277466
936424,650,556.1182821047526,1676,27,3,False,0,pistol,4,1,,,,,,,487.45794888942174,1758.016651391983
937936,651,562.123848998148,1512,25,3,False,0,pistol,4,4,,,,,,,907.9073977889954,1759.6824066638947
939399,652,1017.9488909398258,1463,22,3,True,4,machinegun,4,1,,,,,,,453.5157175609749,1762.90869140625
942177,653,1087.7950000000037,2778,49,5,False,0,pistol,4,1,,,,,,,448.1838287464898,1769.1074259281158
943410,654,411.008438103165,1233,18,2,False,0,pistol,4,1,,,,,,,918.5874890296013,1770.450130224228
944182,655,211.62351881883149,772,12,2,False,0,pistol,4,1,,,,,,,312.6140925118753,1772.919951915741
945623,656,579.4823765930283,1441,25,3,False,0,pistol,4,10,,,,,,,881.7318122515658,1774.5544862747192
947199,657,549.4384073797667,1576,26,3,False,0,pistol,4,1,,,,,,,475.2833397672973,1777.8707110881805
948514,658,401.5563449043928,1315,21,3,False,0,pistol,4,1,,,,,,,439.39623057574147,1780.863841533661
951555,659,3735.079894222282,3041,61,7,False,0,pistol,4,1,,,,,,,613.2842757654334,1785.8227231502533
953721,660,810.4613307909775,2166,38,4,False,0,pistol,4,5,,,,,,,542.5662646479432,1789.8152723312378
956723,661,3042.301605460901,3002,55,6,False,0,pistol,4,2,,,,,,,465.24404417965184,1796.2682218551636
958728,662,732.5293131586404,2005,34,4,False,0,pistol,4,1,,,,,,,527.4752792403073,1800.069759607315
961845,663,3325.8883948432153,3117,64,7,False,0,pistol,4,4,,,,,,,627.2096711694352,1805.0398442745209
963285,664,410.388288959811,1440,24,3,False,0,pistol,4,2,,,,,,,452.18220857977093,1808.2248275279999
965535,665,1107.543812776086,2250,41,5,False,0,pistol,4,1,,,,,,,562.3388119133418,1812.226273059845
968053,666,1128.7567204487311,2518,47,5,True,46,machinegun,4,1,,,,,,,584.2416197586463,1816.5365357398987
971042,667,2259.402781837649,2989,59,6,False,0,pistol,4,1,,,,,,,459.90033721495166,1823.036135673523
972884,668,684.4870650031619,1842,30,3,False,0,pistol,4,1,,,,,,,499.70467321926185,1826.7227230072021
976000,669,2622.0549999999757,3116,56,6,False,0,pistol,4,5,,,,,,,622.6503438084161,1831.7275741100311
978080,670,2151.990904963148,2080,36,4,False,0,pistol,4,1,,,,,,,521.2663779436712,1835.7182240486145
979095,671,276.2530679957353,1015,17,2,False,0,pistol,4,3,,,,,,,388.22679561177597,1838.3330459594727
981977,672,2767.549654398953,2882,56,5,False,0,pistol,4,5,,,,,,,617.2134526362346,1843.002774477005
983346,673,537.3865860420213,1369,21,3,False,0,pistol,4,1,,,,,,,443.95195145879757,1846.0869393348694
986292,674,2983.117617421384,2946,56,6,False,0,pistol,4,4,,,,,,,614.9467182389511,1850.8780138492584
987697,675,403.33972893544245,1405,22,2,False,0,pistol,4,7,,,,,,,454.01395140176203,1853.9729595184326
988373,676,145.24353784550598,676,10,2,False,0,pistol,4,1,,,,,,,889.173554377315,1854.7336041927338
988931,677,39.27000000000048,558,6,1,False,0,pistol,4,2,,,,,,,886.981955442871,1855.3630793094635
989145,678,24.45157086621228,214,2,1,False,0,pistol,4,1,,,,,,,858.83308376,1855.612603187561
989386,679,5.489999999999988,241,1,1,False,0,pistol,4,1,,,,,,,133.43917849728146,1857.4190130233765
989756,680,65.76832005860805,370,4,1,False,0,pistol,4,2,,,,,,,901.0095140888287,1857.8300995826721
992353,681,2533.849340793564,2597,47,5,False,0,pistol,4,1,,,,,,,587.6479686490137,1862.2497663497925
994082,682,1461.3667132195612,1729,31,4,False,0,pistol,4,3,,,,,,,493.87824675866403,1865.7510135173798
994510,683,93.38087583166154,428,7,1,False,0,pistol,4,2,,,,,,,887.2433402214102,1866.233769416809
997108,684,1968.0834251031142,2598,45,5,False,0,pistol,4,5,,,,,,,577.5070961209865,1870.7327563762665
998672,685,604.8949999999991,1564,27,3,True,49,machinegun,4,6,,,,,,,463.8218589142274,1874.1052296161652
1000443,686,663.4333003820323,1771,31,4,False,0,pistol,4,5,,,,,,,506.37236143123425,1877.6030967235565
1001754,687,682.6037746278901,1311,22,3,True,41,machinegun,4,1,,,,,,,433.8650334011055,1880.6251888275146
1003263,688,454.97441257070057,1509,25,3,False,0,pistol,4,1,,,,,,,909.9105208361187,1882.2839939594269
1004521,689,1196.2914279253098,1258,19,2,True,52,machinegun,4,2,,,,,,,420.6315739796219,1885.275118112564
1006402,690,1552.0637563470468,1881,30,4,False,0,pistol,4,1,,,,,,,509.60331055751135,1888.9666683673859
1007809,691,487.8283295270145,1407,23,3,False,0,pistol,4,2,,,,,,,457.71868157403674,1892.0409240722656
1009282,692,858.0215747531979,1473,25,3,True,20,pistol,4,1,,,,,,,853.678998302925,1893.7667651176453
1010318,693,1162.7399999999973,1036,16,1,True,2,machinegun,4,1,,,,,,,383.64976395905677,1896.467405796051
1012535,694,2412.446832759491,2217,40,4,True,44,machinegun,4,1,,,,,,,551.2265561728395,1900.4897863864899
1013437,695,210.71764746220788,902,12,2,False,0,pistol,4,1,,,,,,,895.2614791638368,1901.4978103637695
1014721,696,872.080692650318,1284,20,3,True,20,machinegun,4,2,,,,,,,424.18697639102646,1904.525220632553
1016069,697,462.495,1348,22,3,True,50,machinegun,4,1,,,,,,,458.585542675852,1907.4650204181671
1016561,698,158.4314880234562,492,7,1,False,0,pistol,4,3,,,,,,,886.6193057757498,1908.020341873169
1017496,699,232.69000000000023,935,15,2,False,0,pistol,4,1,,,,,,,870.6767243140132,1909.0946989059448
1018551,700,290.94767237675,1055,17,2,True,50,pistol,4,1,,,,,,,390.2536327618303,1911.7983787059784
1020802,701,958.0111502655166,2251,41,5,False,0,pistol,4,4,,,,,,,552.4683334691872,1915.8732407093048
1022446,702,796.9952384738831,1644,26,3,True,32,machinegun,4,4,,,,,,,493.7534841433517,1919.2032165527344
1024564,703,859.0639048834641,2118,38,4,False,0,pistol,4,3,,,,,,,545.4201665828704,1923.0868611335754
1026710,704,1302.5700000000177,2146,34,4,True,7,machinegun,4,1,,,,,,,541.7693063077558,1927.048425912857
1026997,705,-16.28493040204496,287,2,1,False,0,pistol,4,1,,,,,,,884.89897981537,1927.373185634613
1029123,706,1776.5402985244777,2126,39,3,True,44,machinegun,4,5,,,,,,,534.2314327999441,1931.35311961174
1030352,707,491.49029122346576,1229,21,3,False,0,pistol,4,3,,,,,,,413.31349479725924,1934.3269684314728
1031425,708,267.3471879908336,1073,16,2,False,0,pistol,4,1,,,,,,,886.4608564607221,1935.5377612113953
1032551,709,1163.4341495508181,1126,16,2,False,0,pistol,4,1,,,,,,,403.01938616934973,1938.332082748413
1033251,710,775.4389333989484,700,10,2,True,15,machinegun,4,2,,,,,,,885.419977050352,1939.1231064796448
1034536,711,425.9099999999974,1285,20,3,True,50,machinegun,4,3,,,,,,,431.1715882206542,1942.1037430763245
1035571,712,248.07615872355896,1035,14,2,False,0,pistol,4,1,,,,,,,924.2225285148031,1943.2239191532135
1036788,713,397.7825396966753,1217,18,2,False,0,pistol,4,3,,,,,,,404.26315720696556,1946.2345974445343
1037245,714,50.6750000000003,457,6,1,False,0,pistol,4,4,,,,,,,897.8640226602356,1946.7439556121826
1038907,715,1298.8982738108102,1662,28,3,False,0,pistol,4,2,,,,,,,485.92699481703113,1950.164584159851
1040305,716,338.99000000000143,1398,20,3,False,0,pistol,4,1,,,,,,,917.9596351416828,1951.6879642009735
1041677,717,447.8149999999997,1372,21,3,False,0,pistol,4,2,,,,,,,435.8333634765454,1954.8363897800446
1042896,718,1265.4449745775948,1219,17,2,True,47,machinegun,4,4,,,,,,,420.9496518402553,1957.732575893402
1044509,719,631.7449999999984,1613,23,3,True,93,machinegun,4,3,,,,,,,488.6845790009613,1961.0337147712708
1046046,720,1029.748861875328,1537,23,3,True,60,pistol,4,1,,,,,,,919.3674837180143,1962.7057778835297
1047352,721,1217.4999999999918,1306,19,2,True,46,pistol,4,4,,,,,,,442.5684620583999,1965.6570451259613
1048107,722,142.0512585739738,755,10,2,False,0,pistol,4,2,,,,,,,901.103286137827,1966.4953644275665
1049383,723,535.4922990003636,1276,20,3,False,0,pistol,4,5,,,,,,,436.9812948070742,1969.415757894516
1050265,724,221.6487166299123,882,13,2,False,0,pistol,4,1,,,,,,,901.7524072318114,1970.394249677658
1050561,725,70.99000000000012,296,3,1,False,0,pistol,4,2,,,,,,,896.0609733212849,1970.7249410152435
1051276,726,122.11000000000094,715,9,1,False,0,pistol,4,2,,,,,,,303.531962821444,1973.0809326171875
1052316,727,1146.9117555139674,1040,17,1,False,0,pistol,4,1,,,,,,,899.3214921301466,1974.2376720905304
1053396,728,993.754999999989,1080,14,1,False,0,pistol,4,1,,,,,,,401.77862799623364,1976.9260420799255
1055049,729,727.1132627227876,1653,25,3,False,0,pistol,4,1,,,,,,,490.7048488530566,1980.2952075004578
1055861,730,979.3449999999926,812,14,1,True,2,machinegun,4,1,,,,,,,909.7286628348336,1981.1881699562073
1058269,731,887.3723937801203,2408,42,5,False,0,pistol,4,5,,,,,,,564.839481234279,1985.4516677856445
1059948,732,647.8099999999979,1679,28,3,False,0,pistol,4,4,,,,,,,500.9742359776918,1988.8036031723022
1061435,733,499.7876762356959,1487,25,3,False,0,pistol,4,2,,,,,,,463.58849826786025,1992.0116460323334
1062693,734,344.6137358290749,1258,20,2,False,0,pistol,4,3,,,,,,,902.1532316858822,1993.406575202942
1064351,735,937.6160857519451,1658,26,3,True,29,machinegun,4,3,,,,,,,494.36585792909426,1996.7607531547546
1065894,736,511.5100325696285,1543,25,3,False,0,pistol,4,1,,,,,,,471.0492121049789,2000.0368466377258
1067808,737,708.3643338221384,1914,32,2,True,49,machinegun,4,5,,,,,,,519.264442080515,2003.7231674194336
1069092,738,340.00500000000034,1284,18,1,False,0,pistol,4,1,,,,,,,411.47634434793343,2006.8439886569977
1070411,739,1475.5055373404155,1319,23,3,True,33,machinegun,4,1,,,,,,,918.4670325291796,2008.2803659439087
1072550,740,1826.3405204451572,2139,39,4,False,0,pistol,4,6,,,,,,,539.5882207640528,2012.244903087616
1074872,741,2101.4296137894107,2322,41,5,False,0,pistol,4,5,,,,,,,548.9511431496303,2016.4751915931702
1075509,742,79.6750000000012,637,8,1,False,0,pistol,4,1,,,,,,,281.15788101227594,2018.7412176132202
1076405,743,247.2800000000011,896,13,2,False,0,pistol,4,1,,,,,,,892.1184811205936,2019.7459008693695
1077847,744,444.5865836537371,1442,21,3,False,0,pistol,4,3,,,,,,,462.06273698798316,2022.8669965267181
1078301,745,71.84000000000036,454,6,1,False,0,pistol,4,1,,,,,,,896.4006385195235,2023.3738090991974
1079102,746,214.97527860693575,801,11,2,False,0,pistol,4,1,,,,,,,916.7654944627939,2024.2478420734406
1080357,747,973.0899999999914,1255,18,2,True,1,pistol,4,3,,,,,,,428.50800927179426,2027.1769914627075
1080690,748,34.205863406354716,333,5,1,False,0,pistol,4,4,,,,,,,888.2123310320969,2027.5523104667664
1081345,749,171.67625777213308,655,9,1,False,0,pistol,4,1,,,,,,,283.1859014242639,2029.8656387329102
1082149,750,147.64991481870968,804,9,1,False,0,pistol,4,1,,,,,,,867.4550978562758,2030.7927610874176
1082562,751,40.025630120409545,413,6,1,False,0,pistol,4,1,,,,,,,918.998833377809,2031.2426960468292
1083329,752,173.4600000000018,767,11,2,False,0,pistol,4,3,,,,,,,891.3947485526405,2032.1035416126251
1083580,753,0.07029586423085021,251,3,1,False,0,pistol,4,1,,,,,,,137.4012862417861,2033.9306490421295
1084820,754,984.1096515689297,1240,21,3,False,0,pistol,4,1,,,,,,,873.7706137015142,2035.3502883911133
1085742,755,193.12960251108382,922,13,2,False,0,pistol,4,3,,,,,,,358.465855374075,2037.9227068424225
1086421,756,112.7750000000011,679,8,1,False,0,pistol,4,1,,,,,,,888.9773914074925,2038.6868827342987
1086728,757,-4.495000000000072,307,3,1,False,0,pistol,4,1,,,,,,,880.2635818107988,2039.0360054969788
1087383,758,108.41500000000097,655,9,1,False,0,pistol,4,1,,,,,,,893.1347584594853,2039.7696166038513
1088678,759,415.7003164670466,1295,19,2,False,0,pistol,4,1,,,,,,,433.30288462343873,2042.758668422699
1090442,760,1222.7108787357429,1764,29,3,False,0,pistol,4,1,,,,,,,508.7528328043589,2046.226330757141
1091617,761,322.61433919897695,1175,17,2,False,0,pistol,4,1,,,,,,,422.3832000697986,2049.0085940361023
1093383,762,1296.189672265023,1766,29,3,False,0,pistol,4,2,,,,,,,892.611262353911,2050.987348794937
1094574,763,406.1770554067966,1191,19,2,False,0,pistol,4,1,,,,,,,413.76755158058876,2053.866161584854
1096181,764,513.098000644495,1607,25,3,False,0,pistol,4,1,,,,,,,479.1227092161356,2057.2205848693848
1098442,765,824.2692066550737,2261,39,4,False,0,pistol,4,2,,,,,,,559.0337987939121,2061.2655050754547
1098981,766,140.04862694500252,539,8,1,False,0,pistol,4,1,,,,,,,881.6122899193663,2061.8772168159485
1099691,767,143.50880724596425,710,10,2,False,0,pistol,4,1,,,,,,,892.5642540399023,2062.673039674759
1101442,768,671.9166410436311,1751,30,4,False,0,pistol,4,6,,,,,,,493.2559074373096,2066.2287504673004
1103416,769,774.2577628525452,1974,34,4,False,0,pistol,4,2,,,,,,,530.1404592812049,2069.952674150467
1104508,770,628.2476896716208,1092,20,3,True,29,machinegun,4,2,,,,,,,388.91681311328415,2072.760886192322
1106127,771,1786.0500000000125,1619,25,2,True,47,machinegun,4,2,,,,,,,481.36429397668184,2076.1246592998505
1107522,772,471.77325179710425,1395,20,3,False,0,pistol,4,1,,,,,,,902.616867440885,2077.670496940613
1108921,773,1462.8603246742084,1399,23,3,True,19,machinegun,4,2,,,,,,,449.9825765540681,2080.7798676490784
1109165,774,9.924043220982668,244,3,1,False,0,pistol,4,3,,,,,,,857.9717695387002,2081.0646855831146
1111319,775,1390.7142513264705,2154,37,4,True,3,machinegun,4,1,,,,,,,553.1982591627493,2084.958760499954
1112854,776,1030.6168930635374,1535,26,3,True,10,machinegun,4,1,,,,,,,466.8264534886672,2088.24724650383
1115180,777,1476.7126047826225,2326,39,4,True,7,machinegun,4,3,,,,,,,562.3593794186734,2092.383740901947
1117075,778,688.3419918417703,1895,32,4,False,0,pistol,4,3,,,,,,,520.1846830264042,2096.0269730091095
1119530,779,2190.842868200664,2455,43,5,False,0,pistol,4,3,,,,,,,591.3812575570129,2100.1786465644836
1119838,780,6.751949303207212,308,3,1,False,0,pistol,4,2,,,,,,,863.5539571807877,2100.5357308387756
1120496,781,446.72555665412926,658,7,1,True,18,machinegun,4,2,,,,,,,287.92120718063916,2102.8213336467743
1121209,782,158.41517851434773,713,11,2,False,0,pistol,4,1,,,,,,,901.6592824326304,2103.6124351024628
1121525,783,53.78587242552108,316,4,1,False,0,pistol,4,3,,,,,,,918.6444927771286,2103.9568343162537
1121731,784,15.184999999999967,206,3,1,True,50,pistol,4,1,,,,,,,882.1585100148451,2104.190639257431
1124058,785,1290.7357706546484,2327,41,5,True,18,machinegun,4,7,,,,,,,556.2291354065516,2108.3744971752167
1127546,786,2185.9999999999777,3488,61,7,False,0,pistol,4,1,,,,,,,494.2168427384384,2115.432601451874
1129239,787,552.9049999999926,1693,27,3,False,0,pistol,4,1,,,,,,,489.80313270366014,2118.8895037174225
1130412,788,473.3739034477291,1173,17,2,False,0,pistol,4,2,,,,,,,916.5778500453825,2120.1696186065674
1132272,789,1422.0329184647073,1860,33,4,False,0,pistol,4,1,,,,,,,514.1494090225269,2123.7875962257385
1133479,790,1131.0548899738935,1207,17,2,False,0,pistol,4,1,,,,,,,406.736383256025,2126.755430698395
1135666,791,1580.409518859683,2187,38,4,False,0,pistol,4,2,,,,,,,551.6827238633645,2130.720059156418
1137091,792,447.6485988848681,1425,21,3,False,0,pistol,4,1,,,,,,,438.2528204323514,2133.972047328949
1137990,793,313.1198192107583,899,14,1,False,0,pistol,4,1,,,,,,,911.986494389512,2134.9581291675568
1138732,794,259.964099373298,742,12,2,True,50,machinegun,4,6,,,,,,,316.52085361482864,2137.3026628494263
1139711,795,296.0477412030355,979,15,2,False,0,pistol,4,2,,,,,,,880.3645479822933,2138.415001153946
1141240,796,523.1100000000001,1529,26,3,False,0,pistol,4,1,,,,,,,471.7058685984194,2141.6567537784576
1142857,797,565.6341641417876,1617,27,3,False,0,pistol,4,2,,,,,,,486.90721891209074,2144.9780337810516
1143815,798,252.71499999999986,958,14,2,False,0,pistol,4,1,,,,,,,899.2319275483914,2146.0437202453613
1145670,799,946.3209914914247,1855,32,4,False,0,pistol,4,2,,,,,,,517.6230796456409,2149.627694129944
1146475,800,668.6698857710124,805,12,2,True,15,pistol,4,3,,,,,,,902.3967021665551,2150.520154953003
1148779,801,1528.1824628050977,2304,41,5,True,5,machinegun,4,1,,,,,,,549.315189863704,2154.714846134186
1151335,802,1531.6449395764114,2556,46,5,False,0,pistol,4,3,,,,,,,435.29663891099193,2160.5871131420135
1153267,803,617.1233555616805,1932,31,4,False,0,pistol,4,1,,,,,,,520.6887257081612,2164.2980403900146
1153546,804,7.179189135961472,279,3,1,False,0,pistol,4,3,,,,,,,878.6949720670391,2164.6158566474915
1154756,805,304.1839029761606,1210,18,2,False,0,pistol,4,1,,,,,,,902.79848062689,2165.956519126892
1156541,806,805.957934139698,1785,29,3,True,42,pistol,4,1,,,,,,,499.92792650340976,2169.527413368225
1157245,807,184.55304966952116,704,10,1,False,0,pistol,4,1,,,,,,,293.67731489230886,2171.9250309467316
1159839,808,2547.947845675197,2594,48,5,True,50,machinegun,4,3,,,,,,,575.3747146335598,2176.433906316757
1161797,809,1387.5282821953208,1958,34,4,False,0,pistol,4,2,,,,,,,525.7736529400395,2180.1583218574524
1163095,810,1156.7749936106397,1298,21,3,False,0,pistol,4,1,,,,,,,911.4925730572752,2181.5827672481537
1163625,811,94.91999999999993,530,7,1,False,0,pistol,4,1,,,,,,,244.44881711829234,2183.7512695789337
1165132,812,1187.192694952444,1507,24,1,False,0,pistol,4,2,,,,,,,855.2847646633306,2185.513639688492
1168262,813,2135.154697672939,3130,53,6,False,0,pistol,4,1,,,,,,,482.8838174571475,2191.995851278305
1169347,814,342.52862904352287,1085,17,2,False,0,pistol,4,1,,,,,,,825.0646543792253,2193.311291694641
1170483,815,354.28341016503975,1136,17,2,False,0,pistol,4,2,,,,,,,400.686490548013,2196.1467304229736
1172958,816,2961.9709560418087,2475,44,5,False,0,pistol,4,3,,,,,,,578.8698420586659,2200.422705411911
1174165,817,1600.4451312467613,1207,18,1,True,21,machinegun,4,1,,,,,,,416.45349929859293,2203.321296453476
