timestep,episode,episode_reward,episode_length,zombies_killed,wave,has_machinegun,mg_ammo,weapon,curriculum_stage,kill_streak,policy_loss,value_loss,entropy_loss,total_loss,clip_fraction,approx_kl,fps,elapsed_time
89539,52,884.5266496938291,815,10,2,True,8,machinegun,1,1,,,,,,,905.8518210141458,169.12562441825867
90479,53,381.8349999999999,940,12,2,False,0,pistol,1,1,,,,,,,361.1268205774866,171.72900795936584
91248,54,411.0000000000036,769,10,2,False,0,pistol,1,1,,,,,,,906.9869613339213,172.577241897583
92363,55,360.56500000000324,1115,14,2,False,0,pistol,1,1,,,,,,,408.07985108723005,175.30988335609436
94276,56,1326.8000000000027,1913,21,3,False,0,pistol,1,1,,,,,,,532.4863906673933,178.90286779403687
97138,57,848.1550000000135,2862,32,4,False,0,pistol,1,1,,,,,,,611.2263215000769,183.58560395240784
98922,58,1080.3149552972789,1784,20,3,True,27,machinegun,1,1,,,,,,,510.5423135719186,187.0803451538086
100201,59,382.7550000000062,1279,13,2,False,0,pistol,1,1,,,,,,,909.393625565816,188.48724460601807
101926,60,749.5273147650012,1725,20,3,False,0,pistol,1,2,,,,,,,488.4625628293878,192.01918292045593
105085,61,1386.401175071916,3159,37,4,True,32,machinegun,1,2,,,,,,,490.15919219696593,198.4644067287445
107365,62,2214.6650000000022,2280,26,3,False,0,pistol,1,1,,,,,,,559.8555887186941,202.53729844093323
108409,63,1015.6713596736394,1044,12,2,False,0,pistol,1,1,,,,,,,895.9626265290342,203.71718215942383
109806,64,430.3240924964321,1397,15,2,False,0,pistol,1,1,,,,,,,436.9448511218619,206.91473078727722
112254,65,1055.1050000000207,2448,28,3,False,0,pistol,1,1,,,,,,,580.4707777901775,211.13242197036743
115084,66,1608.249243240091,2830,32,4,False,0,pistol,1,1,,,,,,,448.3585066950194,217.44474697113037
116397,67,393.55500000000524,1313,15,2,False,0,pistol,1,1,,,,,,,917.329118853722,218.8764350414276
118984,68,925.8389729540424,2587,30,2,True,49,machinegun,1,1,,,,,,,446.4468176771416,224.6715066432953
119314,69,120.90685034085902,330,4,1,False,0,pistol,1,1,,,,,,,868.6813133018443,225.05176544189453
122483,70,1856.1727912729966,3169,37,4,True,26,machinegun,1,2,,,,,,,632.876917688453,230.0593957901001
124535,71,720.0090386125207,2052,23,3,False,0,pistol,1,1,,,,,,,545.5305253152513,233.8213267326355
127903,72,1114.8150000000267,3368,40,5,False,0,pistol,1,1,,,,,,,501.5047316178419,240.53756523132324
130998,73,1384.2732057840033,3095,36,4,False,0,pistol,1,1,,,,,,,613.0645214382033,245.5863995552063
134617,74,1406.0450000000267,3619,43,5,False,0,pistol,1,2,,,,,,,512.1528156992499,252.65308451652527
136036,75,1056.7974408224627,1419,14,2,False,0,pistol,1,1,,,,,,,450.3799107702967,255.8041627407074
136373,76,173.74999999999974,337,4,1,False,0,pistol,1,3,,,,,,,886.1635252931559,256.18491101264954
137116,77,214.52085796286136,743,8,1,False,0,pistol,1,1,,,,,,,904.3083849902529,257.0069167613983
138700,78,428.4525351945468,1584,16,2,False,0,pistol,1,1,,,,,,,474.45773221320235,260.3458595275879
139844,79,1033.9800000000032,1144,13,2,True,7,machinegun,1,1,,,,,,,407.40908967793575,263.1541998386383
141474,80,658.2772619817499,1630,19,2,False,0,pistol,1,1,,,,,,,466.7959884872682,266.64653420448303
142805,81,987.4462340201749,1331,15,2,False,0,pistol,1,1,,,,,,,902.1499759135519,268.12226724624634
144142,82,614.1200000000046,1337,15,2,True,39,machinegun,1,2,,,,,,,440.87197955118165,271.1553416252136
145300,83,393.94507826922273,1158,12,1,False,0,pistol,1,1,,,,,,,883.7157061459402,272.4661626815796
145612,84,198.66999999999996,312,4,1,True,49,machinegun,1,2,,,,,,,157.80750618086697,274.44363808631897
146560,85,320.57996124650805,948,12,2,True,50,pistol,1,1,,,,,,,934.8141473330221,275.4581162929535
147998,86,1242.7550000000035,1438,15,2,False,0,pistol,1,2,,,,,,,466.5283511805128,278.5407555103302
150564,87,2558.8411759613873,2566,29,3,False,0,pistol,1,2,,,,,,,600.0289719879394,282.8175597190857
153057,88,1648.191286389945,2493,30,4,True,42,machinegun,1,3,,,,,,,581.5562760709367,287.11124658584595
155656,89,879.3150000000177,2599,30,4,False,0,pistol,1,1,,,,,,,439.1196003748369,293.0303361415863
157488,90,697.9550000000073,1832,21,3,True,46,pistol,1,1,,,,,,,877.4524219692981,295.1185610294342
163855,91,5889.975948347181,6367,90,10,True,81,pistol,1,2,,,,,,,487.289046556098,308.18508648872375
166079,92,706.7000000000112,2224,25,3,False,0,pistol,1,1,,,,,,,562.5549194001325,312.146541595459
167016,93,727.0852805804224,937,11,2,True,81,machinegun,1,1,,,,,,,914.4210615956276,313.1715588569641
167266,94,18.129363337487646,250,2,1,False,0,pistol,1,1,,,,,,,871.2902220652693,313.45877742767334
169111,95,591.9900000000123,1845,22,3,False,0,pistol,1,1,,,,,,,517.3057048020278,317.0256698131561
170691,96,1267.7000000000135,1580,18,2,True,9,pistol,1,1,,,,,,,484.2991792199926,320.28858184814453
171956,97,411.75101918610994,1265,14,2,False,0,pistol,1,1,,,,,,,916.4620225265622,321.6693286895752
174950,98,899.250834282184,2994,35,4,False,0,pistol,1,1,,,,,,,465.21337866322654,328.10548520088196
178603,99,1544.7814677673098,3653,42,5,False,0,pistol,1,1,,,,,,,509.03154563232926,335.28226947784424
178821,100,59.81728180893552,218,2,1,False,0,pistol,1,1,,,,,,,841.7761255725103,335.5417115688324
180372,101,762.1650000000101,1551,17,2,True,44,pistol,1,2,,,,,,,475.06057532774054,338.8068950176239
181489,102,934.4400000000087,1117,13,2,True,75,machinegun,1,1,,,,,,,897.3735739105234,340.0521070957184
182309,103,234.0491062579941,820,10,2,False,0,pistol,1,1,,,,,,,336.9256164149257,342.48619174957275
185116,104,1371.7996216075442,2807,30,4,True,19,pistol,1,1,,,,,,,609.0065433457277,347.095703125
189440,105,2120.35,4324,50,5,False,0,pistol,1,1,,,,,,,548.1377438825082,354.9844856262207
191829,106,1409.2461023416092,2389,26,3,False,0,pistol,1,1,,,,,,,577.9614856624465,359.1184124946594
193066,107,505.1330870807077,1237,13,1,False,0,pistol,1,1,,,,,,,420.27431217786466,362.0621418952942
198595,108,2108.4562839328764,5529,70,8,False,0,pistol,1,1,,,,,,,602.9270882041021,371.23273277282715
198856,109,71.55469911254583,261,2,1,True,50,pistol,1,1,,,,,,,137.7557603906996,373.1276979446411
200997,110,1810.4007325957875,2141,25,2,False,0,pistol,2,1,,,,,,,540.0011896857183,377.0928361415863
201873,111,480.41493699351537,876,10,2,False,0,pistol,2,2,,,,,,,842.3152540888581,378.13313484191895
202997,112,744.1024860263441,1124,14,2,False,0,pistol,2,1,,,,,,,405.78012273770196,380.9034163951874
203768,113,201.49754245485946,771,10,2,False,0,pistol,2,1,,,,,,,897.9538501011299,381.76255559921265
204699,114,223.82500000000067,931,10,2,False,0,pistol,2,1,,,,,,,766.500667098902,382.9775903224945
205899,115,628.9537236078257,1200,13,2,False,0,pistol,2,1,,,,,,,351.4113139287748,386.3927297592163
206202,116,42.50794413168802,303,3,1,False,0,pistol,2,1,,,,,,,803.3571848486113,386.77027559280396
207489,117,706.7541642827676,1287,17,2,False,0,pistol,2,2,,,,,,,435.8368992968082,389.7235918045044
208504,118,462.8307638447381,1015,13,2,False,0,pistol,2,2,,,,,,,893.3817305785489,390.8600459098816
210098,119,972.9357957813702,1594,22,3,False,0,pistol,2,1,,,,,,,462.3543447564848,394.307954788208
212897,120,1260.7254225132563,2799,40,5,False,0,pistol,2,3,,,,,,,594.8095644314542,399.0140018463135
213750,121,214.1713508198954,853,11,2,False,0,pistol,2,1,,,,,,,340.9879751588787,401.5159544944763
214903,122,672.2700000000077,1153,16,1,False,0,pistol,2,1,,,,,,,856.0172264343281,402.86322951316833
217333,123,1106.2152243632042,2430,34,4,False,0,pistol,2,1,,,,,,,419.2382750028629,408.6597681045532
219074,124,1015.0046560517343,1741,24,3,False,0,pistol,2,1,,,,,,,892.8335905642571,410.61019802093506
220793,125,1529.9640897615698,1719,22,3,True,1,pistol,2,1,,,,,,,495.0599173532439,414.08294892311096
222899,126,1958.8763044093791,2106,29,3,False,0,pistol,2,1,,,,,,,532.2118215533152,418.04039120674133
223685,127,295.5191447638118,786,10,1,False,0,pistol,2,1,,,,,,,328.74031560525907,420.4316966533661
225772,128,2227.289830371929,2087,31,4,False,0,pistol,2,1,,,,,,,541.5583797680239,424.28582739830017
227273,129,621.2747949956326,1501,20,3,False,0,pistol,2,1,,,,,,,903.5684618145771,425.9473521709442
228621,130,905.7303505124888,1348,17,2,False,0,pistol,2,1,,,,,,,444.53890024712587,428.9800658226013
229587,131,476.35915027412204,966,12,2,False,0,pistol,2,1,,,,,,,368.5125012551461,431.6017858982086
231650,132,1029.7346395740851,2063,29,3,False,0,pistol,2,2,,,,,,,529.8975810699868,435.495313167572
234851,133,3202.816261614405,3201,50,5,False,0,pistol,2,4,,,,,,,630.8116936968996,440.5700707435608
237582,134,1823.1950613848317,2731,39,4,False,0,pistol,2,4,,,,,,,444.892868334187,446.708970785141
238974,135,1483.850677159086,1392,19,2,True,14,pistol,2,1,,,,,,,904.4219018497947,448.24862933158875
240439,136,1393.4605042043604,1465,19,2,False,0,pistol,2,2,,,,,,,457.6515861328484,451.4499833583832
241032,137,307.6432948533352,593,7,1,False,0,pistol,2,1,,,,,,,896.8838943855831,452.1115663051605
242292,138,821.4947717469859,1260,17,2,False,0,pistol,2,2,,,,,,,411.5339133988404,455.1736159324646
242983,139,464.48413572436897,691,8,1,False,0,pistol,2,1,,,,,,,812.9100296048433,456.0241234302521
245132,140,2057.53887351602,2149,30,4,False,0,pistol,2,2,,,,,,,545.610808053159,459.9631984233856
246509,141,507.82830205910284,1377,17,2,False,0,pistol,2,1,,,,,,,450.70497183072763,463.01870608329773
248047,142,1953.1679188372684,1538,22,3,False,0,pistol,2,2,,,,,,,464.8399095777057,466.32784700393677
249360,143,713.2422097999445,1313,17,2,False,0,pistol,2,3,,,,,,,905.2402099940134,467.7787356376648
249594,144,56.32499999999998,234,2,1,False,0,pistol,2,1,,,,,,,881.8435108879648,468.04454278945923
249897,145,287.2444300985733,303,3,1,True,48,pistol,2,2,,,,,,,157.4411911909432,469.9694974422455
251233,146,1331.922206716675,1336,17,2,False,0,pistol,2,3,,,,,,,920.1536171217579,471.4216938018799
251581,147,111.97016081479816,348,2,1,False,0,pistol,2,1,,,,,,,856.8336239112135,471.8282461166382
252127,148,336.3850270938492,546,6,1,False,0,pistol,2,1,,,,,,,252.03665503491672,473.9949061870575
252386,149,126.71065915199016,259,3,1,False,0,pistol,2,1,,,,,,,834.9189509912275,474.3054983615875
252737,150,296.10992391935815,351,4,1,False,0,pistol,2,1,,,,,,,895.5673052999772,474.69768023490906
253009,151,118.06270801593813,272,2,1,False,0,pistol,2,1,,,,,,,876.9238067932441,475.0082094669342
255640,152,2779.2104506319206,2631,39,4,False,0,pistol,2,1,,,,,,,579.8516629991607,479.54590368270874
256648,153,1096.9901763558792,1008,14,2,False,0,pistol,2,3,,,,,,,375.66805328480643,482.22951579093933
258325,154,2297.584999999964,1677,23,3,False,0,pistol,2,2,,,,,,,487.7602270290751,485.66809248924255
260550,155,2263.05164730651,2225,30,3,False,0,pistol,2,1,,,,,,,541.9580552377178,489.7740194797516
261818,156,475.19254265036767,1268,16,2,False,0,pistol,2,1,,,,,,,873.7559098376815,491.2255539894104
262522,157,426.84042911739374,704,8,1,False,0,pistol,2,1,,,,,,,302.931008583724,493.54989099502563
263910,158,1498.2593624581787,1388,18,2,False,0,pistol,2,1,,,,,,,877.6177398451712,495.13172936439514
266527,159,1864.8904554514518,2617,35,4,False,0,pistol,2,1,,,,,,,444.0613477796738,501.0252869129181
267802,160,499.103330713284,1275,16,2,False,0,pistol,2,1,,,,,,,920.9179874371531,502.4102301597595
268363,161,450.3849999999996,561,6,1,False,0,pistol,2,1,,,,,,,243.57007242805562,504.7138602733612
269050,162,254.99698617853073,687,9,1,False,0,pistol,2,1,,,,,,,911.126816847022,505.4682469367981
269427,163,306.6085934727648,377,5,1,False,0,pistol,2,4,,,,,,,861.2805964491059,505.9063663482666
271992,164,2343.58173155217,2565,38,4,False,0,pistol,2,2,,,,,,,583.1898635971688,510.3049314022064
274368,165,856.0437744211109,2376,34,4,False,0,pistol,2,1,,,,,,,551.7016937742703,514.6120216846466
274797,166,217.40331694262363,429,5,1,False,0,pistol,2,1,,,,,,,213.3563827996014,516.6230976581573
275959,167,475.54728320128936,1162,15,1,False,0,pistol,2,1,,,,,,,908.2405279436261,517.9028494358063
278211,168,1343.1366590687646,2252,30,4,False,0,pistol,2,1,,,,,,,556.8717348335789,521.9472014904022
280157,169,878.0150000000161,1946,26,3,False,0,pistol,2,1,,,,,,,532.6244206600534,525.6012320518494
283498,170,3036.986195430651,3341,49,4,False,0,pistol,2,1,,,,,,,501.80002560355916,532.2596123218536
284373,171,274.7383354880835,875,10,2,False,0,pistol,2,2,,,,,,,918.7171660177264,533.2124373912811
285221,172,345.23028686611457,848,9,1,False,0,pistol,2,1,,,,,,,334.2804874702023,535.749605178833
287927,173,1961.1311044892493,2706,38,4,False,0,pistol,2,1,,,,,,,594.0501759389872,540.3051426410675
290270,174,1325.858308870013,2343,34,4,False,0,pistol,2,4,,,,,,,571.3763757127775,544.4061062335968
290546,175,103.28681476550335,276,2,1,False,0,pistol,2,1,,,,,,,694.490764443362,544.8037528991699
293754,176,2195.4874183389,3208,46,5,False,0,pistol,2,1,,,,,,,484.5463971691511,551.4246261119843
294746,177,344.9791425075046,992,12,2,False,0,pistol,2,1,,,,,,,887.0660433876236,552.5433316230774
295850,178,365.7707063623536,1104,14,2,False,0,pistol,2,1,,,,,,,385.36282528456485,555.4085988998413
297252,179,725.2439902580517,1402,19,2,False,0,pistol,2,1,,,,,,,462.39046485918806,558.4410624504089
299509,180,1724.5107089796215,2257,32,4,False,0,pistol,2,1,,,,,,,563.2046422624556,562.4489541053772
300732,181,423.340118745019,1223,15,2,False,0,pistol,2,2,,,,,,,908.6501865080082,563.7952327728271
302769,182,892.5039028218264,2037,29,3,False,0,pistol,2,1,,,,,,,523.7388712350318,567.6849315166473
303782,183,295.2349999999994,1013,15,2,False,0,pistol,2,1,,,,,,,383.9826945114214,570.3234362602234
304953,184,302.94869950815115,1171,15,1,False,0,pistol,2,1,,,,,,,922.0865526376508,571.5936763286591
306191,185,491.64697154331463,1238,17,2,False,0,pistol,2,1,,,,,,,417.4037664782519,574.5599834918976
307000,186,232.65708080771844,809,12,2,False,0,pistol,2,1,,,,,,,870.6658243607396,575.4895250797272
308213,187,1167.1849405736843,1213,18,2,False,0,pistol,2,2,,,,,,,424.38060913162764,578.3481633663177
310493,188,1193.2254266716207,2280,31,4,False,0,pistol,2,1,,,,,,,558.8090739062699,582.4285809993744
312874,189,882.1014179892948,2381,33,4,False,0,pistol,2,2,,,,,,,577.0934104082719,586.5547602176666
314707,190,1505.2200346234922,1833,25,1,False,0,pistol,2,1,,,,,,,508.8939240925768,590.1571044921875
315158,191,461.96628604428327,451,6,1,False,0,pistol,2,4,,,,,,,850.9043989810547,590.6874406337738
315677,192,174.92138309965247,519,7,1,False,0,pistol,2,1,,,,,,,245.72518412368188,592.8000845909119
316900,193,688.8229558559129,1223,17,1,False,0,pistol,2,1,,,,,,,907.7749470559536,594.14781665802
319006,194,1130.1050000000173,2106,27,3,False,0,pistol,2,1,,,,,,,547.7401404248487,597.9931077957153
320233,195,451.1733932277531,1227,16,2,False,0,pistol,2,1,,,,,,,423.80983740046287,600.8886859416962
320844,196,188.27242016554268,611,8,1,False,0,pistol,2,1,,,,,,,905.2396052963898,601.5640203952789
322234,197,406.46512944327617,1390,18,2,False,0,pistol,2,3,,,,,,,449.121257016361,604.659256696701
323029,198,606.0287095151637,795,11,2,False,0,pistol,2,3,,,,,,,875.1460045682774,605.5680310726166
325447,199,1722.030093643195,2418,34,4,False,0,pistol,2,1,,,,,,,581.4290322292147,609.7270619869232
327148,200,901.4000000000113,1701,23,2,False,0,pistol,2,2,,,,,,,489.0358399754115,613.2056622505188
328332,201,414.1999644499256,1184,17,2,False,0,pistol,2,1,,,,,,,406.9684353067611,616.1153018474579
329015,202,170.40946003246302,683,9,1,False,0,pistol,2,2,,,,,,,857.4471919125405,616.9122865200043
330748,203,1011.232048708194,1733,22,2,False,0,pistol,2,1,,,,,,,500.84371659883766,620.3727746009827
331050,204,244.66631028020547,302,4,1,False,0,pistol,2,2,,,,,,,841.6868611829121,620.732010602951
332333,205,752.3946308170679,1283,17,2,False,0,pistol,2,1,,,,,,,430.3157448952257,623.7139043807983
334033,206,635.0700000000132,1700,23,3,False,0,pistol,2,1,,,,,,,492.4231529427364,627.1665735244751
335047,207,785.8863221040932,1014,13,2,True,39,pistol,2,1,,,,,,,897.7977705695421,628.2963614463806
336156,208,944.9586566124884,1109,15,2,False,0,pistol,2,1,,,,,,,410.7482777253002,630.9966752529144
336611,209,166.6540223164613,455,6,1,False,0,pistol,2,2,,,,,,,890.887868311251,631.5077497959137
336991,210,416.9495973047636,380,4,1,False,0,pistol,2,1,,,,,,,857.9451116843297,631.9510078430176
337925,211,633.9777681810091,934,12,2,False,0,pistol,2,1,,,,,,,353.9908994731179,634.5898540019989
338960,212,752.7103606810491,1035,13,2,False,0,pistol,2,1,,,,,,,860.736821338462,635.7926688194275
339247,213,126.50424277416516,287,3,1,False,0,pistol,2,1,,,,,,,862.7100743193366,636.1256687641144
339593,214,337.6300000000005,346,4,1,False,0,pistol,2,3,,,,,,,891.9114891524798,636.5139062404633
342108,215,2099.7332699385415,2515,34,4,False,0,pistol,2,2,,,,,,,429.7592141564095,642.3663749694824
342599,216,288.80330057728094,491,5,1,False,0,pistol,2,1,,,,,,,891.7142085172125,642.9173834323883
342948,217,136.90114186751813,349,3,1,False,0,pistol,2,1,,,,,,,876.3227173322845,643.3161065578461
343226,218,23.782548873231462,278,2,1,False,0,pistol,2,1,,,,,,,871.7463328857535,643.6352787017822
343687,219,388.5869023557137,461,6,1,False,0,pistol,2,2,,,,,,,881.9002083913908,644.1583273410797
344856,220,1109.6168135689559,1169,16,2,False,0,pistol,2,2,,,,,,,398.22684728517913,647.0941681861877
346307,221,1250.3032493090866,1451,19,2,False,0,pistol,2,1,,,,,,,461.0774860872211,650.2415676116943
346779,222,239.74996976136453,472,5,1,False,0,pistol,2,1,,,,,,,864.4560242152827,650.7879333496094
348583,223,1873.6931624228184,1804,25,3,False,0,pistol,2,1,,,,,,,520.527341441926,654.2540316581726
349369,224,855.9673119684,786,11,1,False,0,pistol,2,2,,,,,,,908.4271327580672,655.1195917129517
350176,225,685.9678170174963,807,10,2,True,35,pistol,2,1,,,,,,,861.7329216123718,656.0564358234406
350979,226,415.4450032303288,803,10,2,False,0,pistol,2,1,,,,,,,330.39016755497573,658.4874880313873
351482,227,584.7686098415427,503,7,1,False,0,pistol,2,4,,,,,,,896.5821529684848,659.0489039421082
355181,228,3282.393607131801,3699,58,6,False,0,pistol,2,2,,,,,,,509.0947758979354,666.3151412010193
356308,229,756.4349006225751,1127,15,2,False,0,pistol,2,1,,,,,,,894.6653740935491,667.5751960277557
357978,230,1076.3756441125875,1670,22,3,False,0,pistol,2,1,,,,,,,501.2100173486448,670.9074242115021
359407,231,712.6920202775977,1429,17,2,False,0,pistol,2,1,,,,,,,451.3843022328447,674.0735762119293
359725,232,120.93152946704365,318,3,1,False,0,pistol,2,2,,,,,,,879.1363008994449,674.4356694221497
361773,233,1546.3009544562517,2048,28,2,False,0,pistol,2,1,,,,,,,539.6657396784686,678.2309176921844
362578,234,670.3794903932315,805,10,2,True,25,pistol,2,1,,,,,,,325.0115241707256,680.7081081867218
363856,235,875.2970815983908,1278,18,2,False,0,pistol,2,1,,,,,,,905.1814167234763,682.1204068660736
365353,236,1163.158360650817,1497,21,3,False,0,pistol,2,2,,,,,,,456.39142908792047,685.4008257389069
367749,237,1403.2085540303742,2396,33,4,False,0,pistol,2,2,,,,,,,569.4898613539264,689.6085386276245
368431,238,742.4890544483937,682,10,2,False,0,pistol,2,1,,,,,,,888.5326408583046,690.3764524459839
369314,239,259.5497743800439,883,9,1,False,0,pistol,2,2,,,,,,,352.1492373145012,692.8842949867249
370182,240,499.30742099518113,868,12,2,False,0,pistol,2,1,,,,,,,858.4118215023132,693.8958525657654
371251,241,643.5168869054377,1069,13,2,False,0,pistol,2,2,,,,,,,401.23698634059735,696.5604290962219
373343,242,1122.8546900022582,2092,29,3,False,0,pistol,2,2,,,,,,,537.6540158683133,700.451827287674
373885,243,478.2342596602706,542,6,1,False,0,pistol,2,1,,,,,,,904.4850269239247,701.0516345500946
376219,244,1702.0152508117903,2334,31,4,False,0,pistol,2,2,,,,,,,567.8785813108042,705.1620571613312
377774,245,864.1476531665,1555,20,3,False,0,pistol,2,1,,,,,,,472.63804595039875,708.4524042606354
378114,246,170.678109221009,340,4,1,False,0,pistol,2,2,,,,,,,894.2607814463555,708.8328783512115
379879,247,817.552458839878,1765,25,3,False,0,pistol,2,1,,,,,,,508.5089527895864,712.304132938385
381036,248,587.2319207975847,1157,14,2,False,0,pistol,2,2,,,,,,,399.916480517873,715.197643995285
381319,249,125.09190712484246,283,3,1,False,0,pistol,2,1,,,,,,,893.3023712261921,715.5148539543152
383178,250,1347.130600010098,1859,25,3,False,0,pistol,2,2,,,,,,,522.8406258360899,719.0707769393921
385433,251,1533.989477337113,2255,31,4,False,0,pistol,2,1,,,,,,,564.8531614953014,723.0633347034454
388694,252,1510.573183975207,3261,49,5,False,0,pistol,2,2,,,,,,,635.7155476587546,728.1932513713837
390394,253,1187.7701616792642,1700,23,3,False,0,pistol,2,2,,,,,,,489.7249756676568,731.6649038791656
392843,254,1578.0551745311843,2449,37,4,False,0,pistol,2,2,,,,,,,571.1163009762216,735.9533672332764
393854,255,745.3936993189175,1011,12,2,False,0,pistol,2,2,,,,,,,367.77149196823825,738.702855348587
